,x_input,x_output
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(20.03652), np.float32(19.935318), np.float32(19.81411), np.float32(17.512495), np.float32(19.694368), np.float32(21.164982), np.float32(19.771517), np.float32(18.56941), np.float32(20.364574), np.float32(19.458181), np.float32(18.563137), np.float32(18.991968), np.float32(17.603792), np.float32(17.603792), np.float32(20.426508), np.float32(20.426508)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(18.238993), np.float32(18.967926), np.float32(19.499474), np.float32(18.08775), np.float32(20.015661), np.float32(21.875051), np.float32(21.190674), np.float32(22.370716), np.float32(18.937262), np.float32(18.819872), np.float32(18.81217), np.float32(20.690472), np.float32(22.580317), np.float32(22.580317), np.float32(20.284483), np.float32(20.284483)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(27.277012), np.float32(26.83514), np.float32(28.300703), np.float32(25.928572), np.float32(26.863594), np.float32(28.77417), np.float32(28.61602), np.float32(29.119038), np.float32(28.50952), np.float32(28.088314), np.float32(25.78094), np.float32(26.990128), np.float32(28.916822), np.float32(28.916822), np.float32(27.068829), np.float32(27.068829)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(14.882256), np.float32(14.899648), np.float32(16.579664), np.float32(16.988657), np.float32(17.496948), np.float32(17.24463), np.float32(17.196077), np.float32(14.464619), np.float32(17.717573), np.float32(16.788885), np.float32(13.998694), np.float32(16.57054), np.float32(16.889553), np.float32(16.889553), np.float32(17.17116), np.float32(17.17116)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(13.433002), np.float32(13.523643), np.float32(13.884371), np.float32(14.370771), np.float32(14.617447), np.float32(13.445993), np.float32(14.512348), np.float32(14.909045), np.float32(17.05264), np.float32(17.2247), np.float32(16.791803), np.float32(16.671024), np.float32(17.745958), np.float32(17.745958), np.float32(14.518082), np.float32(14.518084)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(28.596756), np.float32(28.063316), np.float32(30.132978), np.float32(26.309254), np.float32(28.090744), np.float32(29.096115), np.float32(29.444101), np.float32(28.11979), np.float32(29.318403), np.float32(28.3492), np.float32(25.665703), np.float32(28.352697), np.float32(29.696075), np.float32(29.696075), np.float32(27.405064), np.float32(27.405064)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(27.11942), np.float32(27.764359), np.float32(26.938631), np.float32(29.097849), np.float32(29.512384), np.float32(31.15955), np.float32(27.874756), np.float32(29.267475), np.float32(26.264282), np.float32(26.390984), np.float32(25.915796), np.float32(24.697859), np.float32(25.26575), np.float32(25.26575), np.float32(26.61394), np.float32(26.61394)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(17.56603), np.float32(19.230854), np.float32(18.067059), np.float32(19.21331), np.float32(20.89361), np.float32(17.383448), np.float32(19.743303), np.float32(21.181215), np.float32(18.045952), np.float32(17.52113), np.float32(18.114527), np.float32(20.114605), np.float32(20.226805), np.float32(20.226805), np.float32(15.973015), np.float32(15.973015)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(18.247374), np.float32(18.02479), np.float32(18.333122), np.float32(15.162294), np.float32(17.023344), np.float32(15.638239), np.float32(18.573793), np.float32(15.814499), np.float32(20.870049), np.float32(19.516964), np.float32(16.613466), np.float32(19.315004), np.float32(18.00931), np.float32(18.00931), np.float32(19.251581), np.float32(19.251581)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(12.38412), np.float32(12.000761), np.float32(13.382204), np.float32(15.048494), np.float32(15.345217), np.float32(13.964401), np.float32(17.001179), np.float32(18.486713), np.float32(17.084414), np.float32(17.399137), np.float32(13.843027), np.float32(14.157469), np.float32(16.493086), np.float32(16.493086), np.float32(13.700881), np.float32(13.70088)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(14.135769), np.float32(14.46786), np.float32(13.48985), np.float32(15.911816), np.float32(16.389103), np.float32(16.61989), np.float32(17.012386), np.float32(18.155375), np.float32(15.954937), np.float32(15.473774), np.float32(13.416679), np.float32(12.453236), np.float32(11.712524), np.float32(11.7125225), np.float32(16.059483), np.float32(16.05948)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(26.231476), np.float32(26.049803), np.float32(24.835234), np.float32(24.59036), np.float32(25.985472), np.float32(27.896914), np.float32(26.766119), np.float32(29.24541), np.float32(25.362638), np.float32(25.803907), np.float32(25.3041), np.float32(23.95417), np.float32(23.588766), np.float32(23.588766), np.float32(26.391544), np.float32(26.391544)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(15.8589), np.float32(15.958099), np.float32(15.536848), np.float32(16.441725), np.float32(17.873333), np.float32(17.78064), np.float32(17.878733), np.float32(17.940615), np.float32(16.318819), np.float32(15.488438), np.float32(14.208975), np.float32(14.768288), np.float32(13.138009), np.float32(13.138009), np.float32(16.54299), np.float32(16.54299)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(13.087164), np.float32(13.483469), np.float32(14.437358), np.float32(16.963285), np.float32(16.959059), np.float32(17.959507), np.float32(16.726583), np.float32(16.691948), np.float32(16.183233), np.float32(16.077776), np.float32(12.935139), np.float32(13.616905), np.float32(14.952873), np.float32(14.952874), np.float32(17.011578), np.float32(17.011578)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(20.362598), np.float32(20.294165), np.float32(20.034025), np.float32(18.963455), np.float32(20.896883), np.float32(23.31008), np.float32(20.425276), np.float32(19.637793), np.float32(20.629549), np.float32(20.01178), np.float32(19.715939), np.float32(19.22212), np.float32(18.245152), np.float32(18.245152), np.float32(21.090296), np.float32(21.090294)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(18.64454), np.float32(18.507067), np.float32(18.610027), np.float32(17.539206), np.float32(20.118973), np.float32(19.220179), np.float32(20.46494), np.float32(19.951412), np.float32(19.275421), np.float32(18.388897), np.float32(18.142748), np.float32(20.580309), np.float32(19.367142), np.float32(19.367142), np.float32(18.551489), np.float32(18.551489)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(28.118328), np.float32(27.902504), np.float32(28.475876), np.float32(25.4003), np.float32(26.430504), np.float32(28.959078), np.float32(28.226652), np.float32(29.310162), np.float32(28.675226), np.float32(28.232111), np.float32(27.159126), np.float32(27.062984), np.float32(28.440443), np.float32(28.440443), np.float32(27.61845), np.float32(27.61845)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(17.602005), np.float32(17.340662), np.float32(17.738348), np.float32(15.384472), np.float32(17.261568), np.float32(16.08668), np.float32(18.077194), np.float32(15.748674), np.float32(19.304665), np.float32(17.889177), np.float32(15.551498), np.float32(17.579618), np.float32(16.061913), np.float32(16.061913), np.float32(17.66502), np.float32(17.66502)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(23.109688), np.float32(23.689165), np.float32(23.989178), np.float32(20.49111), np.float32(21.053158), np.float32(22.9067), np.float32(21.538227), np.float32(22.924309), np.float32(23.175701), np.float32(23.714914), np.float32(22.84793), np.float32(22.03643), np.float32(24.160501), np.float32(24.160503), np.float32(23.319723), np.float32(23.319723)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(13.787079), np.float32(13.481903), np.float32(14.881015), np.float32(12.646744), np.float32(13.638721), np.float32(15.723858), np.float32(16.079584), np.float32(17.779846), np.float32(16.609568), np.float32(17.066507), np.float32(14.229872), np.float32(14.437237), np.float32(16.51104), np.float32(16.51104), np.float32(16.55916), np.float32(16.55916)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(24.097372), np.float32(23.136202), np.float32(23.643282), np.float32(22.991058), np.float32(24.28905), np.float32(27.299309), np.float32(23.935461), np.float32(22.283504), np.float32(25.264782), np.float32(24.871542), np.float32(23.417507), np.float32(22.20785), np.float32(21.69519), np.float32(21.69519), np.float32(24.53051), np.float32(24.53051)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(26.030209), np.float32(26.337608), np.float32(26.291136), np.float32(23.701395), np.float32(26.197622), np.float32(25.241098), np.float32(27.244785), np.float32(26.568907), np.float32(26.58437), np.float32(25.359652), np.float32(23.544027), np.float32(25.90995), np.float32(26.14347), np.float32(26.14347), np.float32(25.05538), np.float32(25.05538)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(18.064295), np.float32(18.482792), np.float32(17.516462), np.float32(16.89412), np.float32(17.977293), np.float32(14.746718), np.float32(16.19761), np.float32(16.328047), np.float32(18.955017), np.float32(18.34041), np.float32(17.906301), np.float32(17.95089), np.float32(16.494904), np.float32(16.494904), np.float32(15.981548), np.float32(15.981548)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(15.6961975), np.float32(15.842512), np.float32(15.767265), np.float32(15.2740345), np.float32(15.503635), np.float32(13.73515), np.float32(14.905218), np.float32(17.75074), np.float32(16.747473), np.float32(17.5601), np.float32(17.213182), np.float32(15.681374), np.float32(16.703955), np.float32(16.703955), np.float32(13.730291), np.float32(13.730291)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(16.657608), np.float32(17.22115), np.float32(16.317583), np.float32(17.335972), np.float32(18.637297), np.float32(19.458864), np.float32(18.154823), np.float32(19.354147), np.float32(16.318756), np.float32(16.035223), np.float32(16.891062), np.float32(16.327356), np.float32(15.306923), np.float32(15.306923), np.float32(16.615795), np.float32(16.615795)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(19.350372), np.float32(20.277636), np.float32(20.339212), np.float32(21.33894), np.float32(21.745588), np.float32(19.787086), np.float32(19.26957), np.float32(18.144299), np.float32(21.63616), np.float32(21.221113), np.float32(19.122826), np.float32(20.008543), np.float32(20.973822), np.float32(20.973822), np.float32(19.563482), np.float32(19.563482)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(13.222366), np.float32(14.123339), np.float32(13.163132), np.float32(16.957829), np.float32(16.979475), np.float32(16.748558), np.float32(15.588854), np.float32(16.537418), np.float32(15.468925), np.float32(15.451792), np.float32(13.979332), np.float32(13.189259), np.float32(12.917309), np.float32(12.917309), np.float32(15.658947), np.float32(15.658947)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(25.123354), np.float32(25.837368), np.float32(26.236174), np.float32(27.451092), np.float32(28.021551), np.float32(28.239754), np.float32(26.3155), np.float32(25.011986), np.float32(27.14801), np.float32(26.79704), np.float32(24.970182), np.float32(25.911892), np.float32(27.342102), np.float32(27.342102), np.float32(25.847433), np.float32(25.847433)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(13.302521), np.float32(13.397425), np.float32(14.057094), np.float32(14.604103), np.float32(14.581786), np.float32(12.526541), np.float32(14.717079), np.float32(16.749645), np.float32(16.703667), np.float32(17.424278), np.float32(16.205982), np.float32(15.561829), np.float32(17.96048), np.float32(17.96048), np.float32(12.958331), np.float32(12.958332)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(25.50579), np.float32(25.02216), np.float32(25.360933), np.float32(23.75731), np.float32(25.074602), np.float32(25.15826), np.float32(24.98648), np.float32(24.612747), np.float32(27.96458), np.float32(27.960587), np.float32(25.18095), np.float32(25.867765), np.float32(26.477257), np.float32(26.477257), np.float32(26.585203), np.float32(26.585205)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(24.671637), np.float32(24.96297), np.float32(24.441488), np.float32(26.517265), np.float32(26.263144), np.float32(31.582375), np.float32(26.130482), np.float32(30.218763), np.float32(24.758463), np.float32(26.01447), np.float32(26.344), np.float32(23.272448), np.float32(25.040897), np.float32(25.040897), np.float32(27.090616), np.float32(27.090616)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(17.866596), np.float32(18.129095), np.float32(19.226719), np.float32(15.11615), np.float32(17.681196), np.float32(18.535137), np.float32(19.969202), np.float32(19.16396), np.float32(19.457012), np.float32(18.420797), np.float32(16.064335), np.float32(18.90682), np.float32(19.619932), np.float32(19.619932), np.float32(19.39393), np.float32(19.39393)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(20.18114), np.float32(21.575905), np.float32(20.522093), np.float32(18.70878), np.float32(20.360292), np.float32(19.169104), np.float32(20.205), np.float32(21.77394), np.float32(21.037502), np.float32(20.617636), np.float32(20.575592), np.float32(21.947334), np.float32(22.335554), np.float32(22.335554), np.float32(20.25167), np.float32(20.25167)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(27.547401), np.float32(28.018486), np.float32(28.796255), np.float32(26.789034), np.float32(27.368155), np.float32(31.040195), np.float32(28.303593), np.float32(28.507769), np.float32(27.447239), np.float32(26.825523), np.float32(25.188656), np.float32(26.047478), np.float32(27.57964), np.float32(27.57964), np.float32(28.795353), np.float32(28.795353)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(26.683554), np.float32(27.722847), np.float32(27.478603), np.float32(28.621689), np.float32(28.387342), np.float32(31.81784), np.float32(25.371243), np.float32(25.990997), np.float32(26.530687), np.float32(26.988955), np.float32(27.774578), np.float32(26.432957), np.float32(27.978312), np.float32(27.978312), np.float32(27.951464), np.float32(27.951464)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(14.58511), np.float32(15.554222), np.float32(15.857649), np.float32(14.825211), np.float32(14.891782), np.float32(17.819939), np.float32(13.960432), np.float32(14.166717), np.float32(15.667088), np.float32(16.129011), np.float32(16.565565), np.float32(15.956331), np.float32(17.489742), np.float32(17.48974), np.float32(17.66285), np.float32(17.66285)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(27.146772), np.float32(27.466396), np.float32(25.969503), np.float32(26.719025), np.float32(29.04288), np.float32(29.482298), np.float32(27.613686), np.float32(24.758778), np.float32(26.72988), np.float32(25.101551), np.float32(24.845135), np.float32(26.994818), np.float32(24.280636), np.float32(24.280636), np.float32(28.498978), np.float32(28.498978)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(27.327648), np.float32(27.532925), np.float32(27.745089), np.float32(24.255983), np.float32(27.507397), np.float32(26.164593), np.float32(28.905876), np.float32(26.707468), np.float32(28.193247), np.float32(26.321745), np.float32(24.116138), np.float32(27.147917), np.float32(27.477737), np.float32(27.477737), np.float32(26.047266), np.float32(26.047266)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(29.498983), np.float32(28.598612), np.float32(29.486576), np.float32(24.592827), np.float32(26.665205), np.float32(28.33979), np.float32(29.324146), np.float32(29.223677), np.float32(29.273169), np.float32(28.16181), np.float32(26.124943), np.float32(27.13636), np.float32(27.282005), np.float32(27.282005), np.float32(27.773552), np.float32(27.77355)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(14.94824), np.float32(14.832214), np.float32(15.054071), np.float32(15.729889), np.float32(16.215067), np.float32(13.644133), np.float32(14.851597), np.float32(12.679693), np.float32(18.095516), np.float32(17.373775), np.float32(17.584455), np.float32(18.955341), np.float32(18.055866), np.float32(18.055866), np.float32(15.082092), np.float32(15.082092)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(13.572445), np.float32(14.07799), np.float32(13.3039), np.float32(16.532774), np.float32(16.429234), np.float32(14.179116), np.float32(13.953939), np.float32(13.059612), np.float32(17.058252), np.float32(16.914326), np.float32(18.021431), np.float32(17.94604), np.float32(17.310585), np.float32(17.310585), np.float32(14.742066), np.float32(14.742067)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(17.473963), np.float32(18.243023), np.float32(18.189352), np.float32(16.952093), np.float32(17.477352), np.float32(15.198885), np.float32(15.977451), np.float32(16.104727), np.float32(18.68809), np.float32(18.51421), np.float32(17.547995), np.float32(17.905424), np.float32(18.414406), np.float32(18.414406), np.float32(16.290585), np.float32(16.290585)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(24.95357), np.float32(25.64753), np.float32(25.194042), np.float32(27.406736), np.float32(27.346985), np.float32(26.271196), np.float32(23.80472), np.float32(23.80744), np.float32(26.259811), np.float32(26.354902), np.float32(25.485905), np.float32(24.588875), np.float32(25.498873), np.float32(25.498873), np.float32(24.012066), np.float32(24.012066)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(18.48976), np.float32(20.769176), np.float32(19.731962), np.float32(18.80726), np.float32(20.205374), np.float32(16.57133), np.float32(19.616674), np.float32(16.777266), np.float32(21.549578), np.float32(20.05932), np.float32(16.287138), np.float32(20.280233), np.float32(20.101025), np.float32(20.101025), np.float32(20.321468), np.float32(20.321468)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(15.239059), np.float32(15.542345), np.float32(15.687218), np.float32(15.703762), np.float32(15.708227), np.float32(13.3080225), np.float32(14.301859), np.float32(14.84437), np.float32(17.163465), np.float32(17.342228), np.float32(17.392464), np.float32(17.029596), np.float32(17.465834), np.float32(17.465834), np.float32(13.750874), np.float32(13.750874)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(27.258999), np.float32(27.730679), np.float32(28.342293), np.float32(27.339535), np.float32(28.785103), np.float32(29.132946), np.float32(28.582266), np.float32(27.475538), np.float32(27.898071), np.float32(26.950787), np.float32(25.223494), np.float32(26.977829), np.float32(28.11386), np.float32(28.11386), np.float32(26.615416), np.float32(26.615416)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(25.157421), np.float32(25.515911), np.float32(25.769152), np.float32(26.279604), np.float32(26.711445), np.float32(30.099854), np.float32(27.505766), np.float32(29.262493), np.float32(24.81913), np.float32(25.227602), np.float32(23.180239), np.float32(23.270084), np.float32(25.416082), np.float32(25.416082), np.float32(27.54559), np.float32(27.54559)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(13.147554), np.float32(13.433017), np.float32(14.1362505), np.float32(16.991114), np.float32(17.05757), np.float32(16.564457), np.float32(16.477457), np.float32(16.350681), np.float32(16.311462), np.float32(16.191961), np.float32(13.380412), np.float32(14.163257), np.float32(14.873592), np.float32(14.873592), np.float32(15.674112), np.float32(15.674112)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(16.990864), np.float32(17.081057), np.float32(18.47175), np.float32(18.584763), np.float32(19.276857), np.float32(20.783644), np.float32(18.874033), np.float32(16.196764), np.float32(19.590773), np.float32(18.97788), np.float32(16.520615), np.float32(17.97919), np.float32(18.71813), np.float32(18.71813), np.float32(19.666187), np.float32(19.666185)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(14.506868), np.float32(15.31966), np.float32(15.601641), np.float32(13.514659), np.float32(13.8972435), np.float32(17.131151), np.float32(13.976746), np.float32(13.679911), np.float32(16.165298), np.float32(16.441927), np.float32(16.97527), np.float32(16.768406), np.float32(18.042967), np.float32(18.042967), np.float32(18.465202), np.float32(18.465202)]"
