,x_input,x_output
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(26.316347), np.float32(27.311115), np.float32(27.222263), np.float32(26.639387), np.float32(27.7727), np.float32(30.432087), np.float32(26.39533), np.float32(27.182367), np.float32(25.26509), np.float32(24.605215), np.float32(24.814018), np.float32(26.945084), np.float32(28.094225), np.float32(28.094225), np.float32(29.64396), np.float32(29.643959)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(14.011015), np.float32(15.518244), np.float32(15.459034), np.float32(18.10351), np.float32(17.793436), np.float32(17.208296), np.float32(16.193327), np.float32(16.270334), np.float32(16.405933), np.float32(13.969839), np.float32(12.939751), np.float32(15.0961685), np.float32(15.478304), np.float32(15.478304), np.float32(16.413738), np.float32(16.413738)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(12.186518), np.float32(12.982654), np.float32(12.740132), np.float32(15.4274845), np.float32(14.718062), np.float32(13.180388), np.float32(13.483223), np.float32(15.862776), np.float32(15.592024), np.float32(13.959853), np.float32(13.973784), np.float32(14.713717), np.float32(15.663885), np.float32(15.663885), np.float32(14.58737), np.float32(14.58737)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(28.296968), np.float32(29.473879), np.float32(29.646694), np.float32(27.288933), np.float32(28.963482), np.float32(31.097239), np.float32(27.609259), np.float32(26.252728), np.float32(26.343029), np.float32(25.01409), np.float32(24.713127), np.float32(28.42467), np.float32(28.457668), np.float32(28.457668), np.float32(30.666855), np.float32(30.666855)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(27.652813), np.float32(28.409548), np.float32(26.854721), np.float32(29.596796), np.float32(30.535114), np.float32(33.09664), np.float32(25.615028), np.float32(27.337141), np.float32(24.520693), np.float32(25.375263), np.float32(27.61627), np.float32(27.466442), np.float32(26.68602), np.float32(26.68602), np.float32(29.095663), np.float32(29.095665)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(15.974255), np.float32(16.91553), np.float32(16.07501), np.float32(19.728111), np.float32(20.22704), np.float32(16.799656), np.float32(16.539873), np.float32(20.831728), np.float32(16.814154), np.float32(17.014597), np.float32(18.962751), np.float32(20.3143), np.float32(20.94999), np.float32(20.94999), np.float32(15.276876), np.float32(15.276876)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(17.665194), np.float32(18.969206), np.float32(18.294796), np.float32(15.950649), np.float32(16.652681), np.float32(13.880581), np.float32(17.791636), np.float32(16.862999), np.float32(18.384064), np.float32(15.798073), np.float32(14.842915), np.float32(18.778307), np.float32(17.213352), np.float32(17.213352), np.float32(17.650541), np.float32(17.650541)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(11.2311325), np.float32(12.084621), np.float32(12.274203), np.float32(16.243326), np.float32(15.740107), np.float32(13.852873), np.float32(14.532242), np.float32(18.011837), np.float32(15.119944), np.float32(13.870205), np.float32(13.597057), np.float32(14.47012), np.float32(16.59543), np.float32(16.59543), np.float32(13.030173), np.float32(13.030173)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(12.638607), np.float32(12.7405), np.float32(11.585901), np.float32(17.222494), np.float32(16.622007), np.float32(15.085859), np.float32(15.455296), np.float32(19.357538), np.float32(15.391727), np.float32(15.009548), np.float32(14.568926), np.float32(12.112188), np.float32(12.757042), np.float32(12.757042), np.float32(11.86891), np.float32(11.86891)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(26.98084), np.float32(26.423725), np.float32(25.33766), np.float32(25.591375), np.float32(26.86378), np.float32(27.976738), np.float32(25.76945), np.float32(28.928513), np.float32(23.940666), np.float32(25.190393), np.float32(26.420649), np.float32(25.710493), np.float32(25.029987), np.float32(25.029987), np.float32(25.529863), np.float32(25.529863)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(16.028112), np.float32(16.203081), np.float32(15.280916), np.float32(17.360401), np.float32(17.782112), np.float32(16.506323), np.float32(16.606386), np.float32(18.918156), np.float32(15.375999), np.float32(14.9653845), np.float32(15.720205), np.float32(15.492012), np.float32(14.369984), np.float32(14.369984), np.float32(13.697992), np.float32(13.697992)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(13.49821), np.float32(14.431387), np.float32(14.337416), np.float32(17.8896), np.float32(17.380217), np.float32(18.966574), np.float32(16.42091), np.float32(18.412817), np.float32(15.211317), np.float32(13.728277), np.float32(13.371084), np.float32(13.261537), np.float32(14.460132), np.float32(14.460132), np.float32(15.984392), np.float32(15.984392)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(21.708551), np.float32(22.18443), np.float32(21.08898), np.float32(21.326206), np.float32(22.028582), np.float32(24.512922), np.float32(20.786757), np.float32(21.700377), np.float32(19.687786), np.float32(19.032955), np.float32(21.02672), np.float32(21.261927), np.float32(20.06182), np.float32(20.06182), np.float32(22.669653), np.float32(22.669653)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(18.0181), np.float32(18.879745), np.float32(18.13222), np.float32(19.11549), np.float32(19.9537), np.float32(18.061096), np.float32(18.568123), np.float32(20.201479), np.float32(17.585623), np.float32(16.852945), np.float32(17.660975), np.float32(19.712955), np.float32(19.020739), np.float32(19.020739), np.float32(16.985067), np.float32(16.985067)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(27.929852), np.float32(28.19998), np.float32(28.136408), np.float32(25.641502), np.float32(27.061373), np.float32(30.18056), np.float32(26.503717), np.float32(27.464441), np.float32(25.613312), np.float32(25.318562), np.float32(26.01774), np.float32(27.68502), np.float32(27.951984), np.float32(27.951984), np.float32(30.36191), np.float32(30.36191)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(16.543756), np.float32(17.51001), np.float32(16.77669), np.float32(16.975899), np.float32(17.375237), np.float32(15.241003), np.float32(16.473883), np.float32(16.84481), np.float32(17.193378), np.float32(15.444515), np.float32(15.374348), np.float32(17.7414), np.float32(16.456757), np.float32(16.456757), np.float32(16.559645), np.float32(16.559645)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(25.277126), np.float32(25.373486), np.float32(25.316881), np.float32(21.919844), np.float32(23.078554), np.float32(25.732174), np.float32(24.359728), np.float32(25.9768), np.float32(24.388033), np.float32(23.58356), np.float32(24.619745), np.float32(26.164248), np.float32(26.836788), np.float32(26.836788), np.float32(28.15519), np.float32(28.155188)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(13.499058), np.float32(14.1422615), np.float32(14.515984), np.float32(14.559977), np.float32(14.602301), np.float32(14.779236), np.float32(16.098724), np.float32(19.077702), np.float32(15.615009), np.float32(14.085577), np.float32(14.462915), np.float32(15.90926), np.float32(17.670053), np.float32(17.670053), np.float32(15.598221), np.float32(15.598221)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(24.719213), np.float32(25.779682), np.float32(24.347254), np.float32(24.37364), np.float32(25.14587), np.float32(28.289234), np.float32(22.90867), np.float32(21.933786), np.float32(22.452312), np.float32(21.199476), np.float32(23.022236), np.float32(24.018282), np.float32(22.219288), np.float32(22.219288), np.float32(26.950493), np.float32(26.950493)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(23.268011), np.float32(24.445126), np.float32(23.770643), np.float32(23.415264), np.float32(24.789764), np.float32(23.279573), np.float32(23.338356), np.float32(24.128044), np.float32(22.615993), np.float32(21.808004), np.float32(22.053478), np.float32(25.197853), np.float32(24.980238), np.float32(24.980238), np.float32(23.392109), np.float32(23.392109)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(16.878004), np.float32(17.316298), np.float32(16.202261), np.float32(17.510027), np.float32(17.551582), np.float32(14.403236), np.float32(14.655069), np.float32(16.636972), np.float32(17.542757), np.float32(16.7617), np.float32(18.105724), np.float32(19.268164), np.float32(17.711815), np.float32(17.711815), np.float32(16.65029), np.float32(16.65029)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(14.529633), np.float32(14.838126), np.float32(14.206478), np.float32(16.163185), np.float32(15.787249), np.float32(13.856466), np.float32(13.584433), np.float32(17.426569), np.float32(15.949131), np.float32(15.57736), np.float32(17.583662), np.float32(17.832266), np.float32(18.11522), np.float32(18.115221), np.float32(15.557133), np.float32(15.557133)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(18.115297), np.float32(18.09795), np.float32(17.078308), np.float32(19.51952), np.float32(20.042196), np.float32(20.45809), np.float32(17.872707), np.float32(21.488842), np.float32(16.649584), np.float32(17.014555), np.float32(19.67998), np.float32(18.639662), np.float32(18.12518), np.float32(18.12518), np.float32(16.746346), np.float32(16.746346)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(17.513926), np.float32(19.421194), np.float32(18.397913), np.float32(20.535181), np.float32(20.557844), np.float32(19.271107), np.float32(16.928848), np.float32(17.34308), np.float32(18.848827), np.float32(17.06637), np.float32(18.125797), np.float32(20.807884), np.float32(20.485651), np.float32(20.485651), np.float32(20.499495), np.float32(20.499495)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(12.929415), np.float32(13.581654), np.float32(12.659523), np.float32(17.46131), np.float32(16.914547), np.float32(15.977167), np.float32(14.117346), np.float32(17.13857), np.float32(14.767891), np.float32(14.082638), np.float32(14.643148), np.float32(13.808968), np.float32(13.962299), np.float32(13.962299), np.float32(13.713833), np.float32(13.713833)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(22.771814), np.float32(25.02044), np.float32(23.706388), np.float32(26.763054), np.float32(27.265032), np.float32(28.62863), np.float32(22.05793), np.float32(21.770426), np.float32(22.620378), np.float32(21.334034), np.float32(23.117918), np.float32(25.437033), np.float32(25.31455), np.float32(25.31455), np.float32(26.926058), np.float32(26.926058)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(11.326145), np.float32(12.319578), np.float32(12.142112), np.float32(15.486263), np.float32(14.679938), np.float32(12.399015), np.float32(12.757534), np.float32(16.194693), np.float32(15.093306), np.float32(13.840343), np.float32(14.500092), np.float32(15.418978), np.float32(17.17691), np.float32(17.17691), np.float32(13.95986), np.float32(13.95986)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(24.242424), np.float32(25.354292), np.float32(24.712933), np.float32(22.016655), np.float32(23.230856), np.float32(22.875874), np.float32(22.969437), np.float32(21.710762), np.float32(23.792095), np.float32(21.7953), np.float32(22.084312), np.float32(25.896729), np.float32(24.576775), np.float32(24.576775), np.float32(25.859274), np.float32(25.859274)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(27.100758), np.float32(27.135672), np.float32(25.943499), np.float32(27.28616), np.float32(27.763216), np.float32(33.750328), np.float32(26.449223), np.float32(29.90988), np.float32(23.645786), np.float32(24.924223), np.float32(26.959896), np.float32(24.839476), np.float32(25.500599), np.float32(25.500599), np.float32(30.078384), np.float32(30.078384)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(17.078222), np.float32(18.648108), np.float32(18.424475), np.float32(17.105162), np.float32(17.862186), np.float32(16.977882), np.float32(19.35108), np.float32(20.387266), np.float32(17.698704), np.float32(15.836357), np.float32(15.834698), np.float32(19.180555), np.float32(19.970562), np.float32(19.970562), np.float32(18.124151), np.float32(18.124151)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(19.66713), np.float32(20.526083), np.float32(19.78865), np.float32(19.56857), np.float32(20.363115), np.float32(18.84012), np.float32(19.313465), np.float32(21.619959), np.float32(19.843761), np.float32(19.13722), np.float32(20.452827), np.float32(22.688658), np.float32(22.684233), np.float32(22.684233), np.float32(20.472376), np.float32(20.472376)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(27.676098), np.float32(28.66701), np.float32(28.474648), np.float32(26.979998), np.float32(28.068535), np.float32(32.477547), np.float32(27.064432), np.float32(27.585827), np.float32(25.015486), np.float32(24.55796), np.float32(24.92974), np.float32(26.73882), np.float32(27.461187), np.float32(27.461187), np.float32(31.472427), np.float32(31.472427)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(27.43219), np.float32(28.60116), np.float32(27.46451), np.float32(28.147621), np.float32(28.847343), np.float32(33.520477), np.float32(25.088001), np.float32(25.48854), np.float32(25.24946), np.float32(24.77788), np.float32(27.388498), np.float32(28.044966), np.float32(27.837137), np.float32(27.837137), np.float32(32.11343), np.float32(32.11343)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(15.198906), np.float32(15.914356), np.float32(15.753977), np.float32(16.141546), np.float32(15.803749), np.float32(18.816246), np.float32(15.939493), np.float32(18.00812), np.float32(16.210938), np.float32(14.576248), np.float32(15.958958), np.float32(16.176702), np.float32(17.1408), np.float32(17.1408), np.float32(19.280031), np.float32(19.280031)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(26.831312), np.float32(27.6924), np.float32(26.12021), np.float32(26.019861), np.float32(27.800772), np.float32(26.951288), np.float32(25.318516), np.float32(24.260368), np.float32(23.685226), np.float32(23.15859), np.float32(23.772932), np.float32(26.036036), np.float32(23.315489), np.float32(23.315489), np.float32(24.81288), np.float32(24.81288)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(22.314032), np.float32(24.568602), np.float32(23.870752), np.float32(23.247877), np.float32(24.890837), np.float32(21.448202), np.float32(23.552193), np.float32(23.032675), np.float32(22.35671), np.float32(20.698381), np.float32(20.063684), np.float32(25.018528), np.float32(25.056051), np.float32(25.056053), np.float32(21.900492), np.float32(21.900492)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(29.111883), np.float32(28.976515), np.float32(28.937878), np.float32(25.136028), np.float32(27.066319), np.float32(28.501287), np.float32(27.517496), np.float32(27.582952), np.float32(26.219282), np.float32(25.792408), np.float32(25.711096), np.float32(28.065277), np.float32(27.188858), np.float32(27.188858), np.float32(28.968939), np.float32(28.96894)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(14.016672), np.float32(15.18853), np.float32(14.469439), np.float32(16.943878), np.float32(16.44229), np.float32(13.861676), np.float32(14.101444), np.float32(13.762857), np.float32(17.204231), np.float32(14.6865), np.float32(13.904093), np.float32(15.721121), np.float32(14.736475), np.float32(14.736476), np.float32(15.810272), np.float32(15.810274)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(12.2460785), np.float32(13.067186), np.float32(12.079095), np.float32(17.365112), np.float32(16.371904), np.float32(13.962933), np.float32(13.152534), np.float32(14.58256), np.float32(16.608366), np.float32(14.904731), np.float32(14.697218), np.float32(14.36688), np.float32(14.247012), np.float32(14.247012), np.float32(14.222422), np.float32(14.222422)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(15.754663), np.float32(16.917038), np.float32(16.102), np.float32(17.570751), np.float32(17.365952), np.float32(15.271059), np.float32(14.7973175), np.float32(16.64267), np.float32(17.378616), np.float32(16.048927), np.float32(17.311918), np.float32(19.153692), np.float32(18.971954), np.float32(18.971954), np.float32(17.798315), np.float32(17.798315)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(23.086477), np.float32(24.506697), np.float32(23.111294), np.float32(25.66176), np.float32(26.070332), np.float32(26.272713), np.float32(20.622015), np.float32(21.06324), np.float32(22.93283), np.float32(22.099392), np.float32(24.412066), np.float32(26.027979), np.float32(25.079445), np.float32(25.079445), np.float32(26.15281), np.float32(26.15281)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(15.666489), np.float32(18.367817), np.float32(17.353262), np.float32(16.518343), np.float32(16.977438), np.float32(11.353468), np.float32(17.038658), np.float32(16.341389), np.float32(18.480179), np.float32(15.414492), np.float32(14.151461), np.float32(19.65875), np.float32(19.17199), np.float32(19.17199), np.float32(16.338728), np.float32(16.338728)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(13.562742), np.float32(14.315186), np.float32(13.616444), np.float32(16.158201), np.float32(15.375608), np.float32(13.359213), np.float32(12.746711), np.float32(15.171949), np.float32(15.889606), np.float32(14.706468), np.float32(15.782921), np.float32(16.324532), np.float32(16.326996), np.float32(16.326996), np.float32(15.469147), np.float32(15.469147)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(25.386702), np.float32(26.978148), np.float32(26.095255), np.float32(27.419832), np.float32(28.507689), np.float32(29.794228), np.float32(24.954876), np.float32(25.07425), np.float32(24.265144), np.float32(23.514126), np.float32(24.464016), np.float32(26.836973), np.float32(26.89675), np.float32(26.89675), np.float32(27.997341), np.float32(27.997341)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(25.624258), np.float32(26.51016), np.float32(26.029408), np.float32(27.253096), np.float32(28.101564), np.float32(31.09576), np.float32(26.799484), np.float32(28.925226), np.float32(23.783213), np.float32(24.079618), np.float32(24.010595), np.float32(24.77925), np.float32(26.35107), np.float32(26.35107), np.float32(28.20284), np.float32(28.20284)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(12.521323), np.float32(13.600161), np.float32(13.26494), np.float32(18.071833), np.float32(17.490215), np.float32(16.649584), np.float32(14.761379), np.float32(17.036491), np.float32(15.195726), np.float32(13.880915), np.float32(13.728249), np.float32(14.131994), np.float32(15.043337), np.float32(15.043337), np.float32(14.42526), np.float32(14.42526)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(16.940548), np.float32(18.63232), np.float32(18.206003), np.float32(19.606113), np.float32(19.617584), np.float32(21.162472), np.float32(17.99367), np.float32(17.475294), np.float32(17.56251), np.float32(15.232044), np.float32(15.420794), np.float32(17.542698), np.float32(17.453907), np.float32(17.453907), np.float32(20.1575), np.float32(20.1575)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(15.123985), np.float32(15.450115), np.float32(15.507257), np.float32(14.511667), np.float32(14.21646), np.float32(18.141922), np.float32(16.300365), np.float32(18.16248), np.float32(16.11347), np.float32(14.209107), np.float32(14.986826), np.float32(14.8386), np.float32(15.773813), np.float32(15.773813), np.float32(19.216955), np.float32(19.216955)]"
