,x_input,x_output
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(20.664211), np.float32(20.824684), np.float32(20.360369), np.float32(19.155128), np.float32(20.457243), np.float32(21.68079), np.float32(19.993258), np.float32(20.110783), np.float32(20.22309), np.float32(19.376251), np.float32(19.669281), np.float32(20.494719), np.float32(19.337704), np.float32(19.337704), np.float32(20.800072), np.float32(20.800072)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(17.594397), np.float32(17.816923), np.float32(18.672092), np.float32(17.47114), np.float32(18.922441), np.float32(19.870975), np.float32(20.278885), np.float32(21.634756), np.float32(18.351204), np.float32(17.695032), np.float32(17.403097), np.float32(18.560356), np.float32(20.704185), np.float32(20.704185), np.float32(17.72777), np.float32(17.72777)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(25.75837), np.float32(25.372751), np.float32(26.277218), np.float32(24.543896), np.float32(25.71203), np.float32(27.753864), np.float32(26.405355), np.float32(27.63409), np.float32(26.666265), np.float32(25.853443), np.float32(24.458889), np.float32(25.507551), np.float32(26.958643), np.float32(26.958643), np.float32(26.96498), np.float32(26.96498)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(15.758858), np.float32(15.903187), np.float32(16.65324), np.float32(18.062754), np.float32(17.678509), np.float32(18.264719), np.float32(18.120638), np.float32(16.470293), np.float32(18.377954), np.float32(17.554043), np.float32(15.231506), np.float32(16.374352), np.float32(16.833416), np.float32(16.833416), np.float32(17.923819), np.float32(17.923819)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(15.074741), np.float32(14.957512), np.float32(15.0668335), np.float32(16.511663), np.float32(15.743292), np.float32(15.81535), np.float32(16.989834), np.float32(17.288656), np.float32(18.328142), np.float32(17.900425), np.float32(17.086674), np.float32(16.071993), np.float32(17.459679), np.float32(17.459679), np.float32(16.282095), np.float32(16.282095)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(26.642378), np.float32(26.234066), np.float32(27.59796), np.float32(24.676828), np.float32(26.507675), np.float32(27.72909), np.float32(26.523659), np.float32(26.393848), np.float32(27.05261), np.float32(25.865316), np.float32(24.051046), np.float32(26.78025), np.float32(27.227167), np.float32(27.227167), np.float32(27.279016), np.float32(27.279016)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(26.069225), np.float32(26.065037), np.float32(25.683193), np.float32(27.332222), np.float32(28.056162), np.float32(29.608587), np.float32(25.7407), np.float32(28.036512), np.float32(25.670645), np.float32(25.568804), np.float32(25.16313), np.float32(24.814434), np.float32(24.974915), np.float32(24.974915), np.float32(26.302393), np.float32(26.302393)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(16.720573), np.float32(17.062508), np.float32(16.993317), np.float32(18.170107), np.float32(19.185408), np.float32(16.796682), np.float32(18.470804), np.float32(20.969055), np.float32(17.86278), np.float32(17.551577), np.float32(17.99327), np.float32(18.710678), np.float32(19.965258), np.float32(19.965258), np.float32(14.562319), np.float32(14.562319)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(18.446068), np.float32(18.421062), np.float32(18.549656), np.float32(15.698511), np.float32(17.019697), np.float32(15.703024), np.float32(18.822054), np.float32(16.890448), np.float32(19.700735), np.float32(18.001926), np.float32(15.774487), np.float32(18.337566), np.float32(17.01134), np.float32(17.01134), np.float32(18.172384), np.float32(18.172384)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(14.529439), np.float32(14.233002), np.float32(14.984926), np.float32(17.029362), np.float32(16.544298), np.float32(16.495287), np.float32(18.373255), np.float32(19.418837), np.float32(18.070925), np.float32(17.87105), np.float32(15.425217), np.float32(14.471084), np.float32(16.971403), np.float32(16.971403), np.float32(15.31094), np.float32(15.31094)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(16.030504), np.float32(16.108683), np.float32(15.137196), np.float32(18.711689), np.float32(18.316559), np.float32(19.045029), np.float32(19.009102), np.float32(20.45237), np.float32(17.759235), np.float32(17.726616), np.float32(16.078833), np.float32(13.429532), np.float32(14.359575), np.float32(14.359575), np.float32(16.110287), np.float32(16.110287)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(25.73199), np.float32(25.112608), np.float32(24.571943), np.float32(24.476183), np.float32(25.557045), np.float32(26.832024), np.float32(25.852581), np.float32(28.901005), np.float32(25.037472), np.float32(24.97631), np.float32(24.202042), np.float32(23.22578), np.float32(23.382425), np.float32(23.382425), np.float32(24.85817), np.float32(24.85817)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(17.290733), np.float32(17.298765), np.float32(16.864199), np.float32(17.772266), np.float32(18.721563), np.float32(18.563812), np.float32(18.248028), np.float32(18.996008), np.float32(16.852144), np.float32(16.474361), np.float32(15.690105), np.float32(15.621801), np.float32(14.731447), np.float32(14.731447), np.float32(15.744642), np.float32(15.744642)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(15.52327), np.float32(15.865639), np.float32(16.101496), np.float32(18.311378), np.float32(17.868565), np.float32(19.821814), np.float32(18.440224), np.float32(18.554628), np.float32(17.57149), np.float32(17.242), np.float32(14.971636), np.float32(14.319108), np.float32(15.638659), np.float32(15.638659), np.float32(17.99884), np.float32(17.99884)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(21.922626), np.float32(22.040283), np.float32(21.471043), np.float32(20.796255), np.float32(22.041773), np.float32(24.536562), np.float32(21.134726), np.float32(21.683546), np.float32(21.047794), np.float32(20.47412), np.float32(21.414726), np.float32(21.579433), np.float32(20.512566), np.float32(20.512566), np.float32(22.493668), np.float32(22.493668)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(18.296408), np.float32(18.298275), np.float32(18.444216), np.float32(17.739983), np.float32(19.30309), np.float32(18.448433), np.float32(19.302181), np.float32(19.637743), np.float32(18.38444), np.float32(17.650711), np.float32(17.093195), np.float32(18.733246), np.float32(18.321415), np.float32(18.321415), np.float32(16.907242), np.float32(16.907242)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(26.712612), np.float32(25.925447), np.float32(26.74647), np.float32(23.551104), np.float32(24.993372), np.float32(27.08447), np.float32(26.29668), np.float32(28.050781), np.float32(26.92849), np.float32(26.052578), np.float32(24.916973), np.float32(25.492344), np.float32(26.262964), np.float32(26.262964), np.float32(26.993994), np.float32(26.993994)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(17.660078), np.float32(17.607119), np.float32(17.674862), np.float32(16.655369), np.float32(17.543146), np.float32(16.654497), np.float32(18.030088), np.float32(17.020552), np.float32(18.705793), np.float32(17.540277), np.float32(15.955801), np.float32(17.4799), np.float32(16.43249), np.float32(16.43249), np.float32(17.279263), np.float32(17.279263)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(25.235537), np.float32(24.726162), np.float32(24.999298), np.float32(21.702526), np.float32(22.81191), np.float32(25.33395), np.float32(24.8881), np.float32(26.949026), np.float32(25.762074), np.float32(24.953737), np.float32(25.007544), np.float32(24.677786), np.float32(25.95301), np.float32(25.95301), np.float32(26.104214), np.float32(26.104214)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(15.882914), np.float32(15.541769), np.float32(16.350615), np.float32(14.733578), np.float32(15.2428875), np.float32(16.999075), np.float32(18.255377), np.float32(19.500082), np.float32(17.808243), np.float32(17.15372), np.float32(15.36762), np.float32(14.792389), np.float32(16.802742), np.float32(16.802742), np.float32(16.962616), np.float32(16.962616)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(25.168879), np.float32(25.236794), np.float32(24.669409), np.float32(24.384493), np.float32(25.393616), np.float32(28.332191), np.float32(23.744722), np.float32(23.418652), np.float32(24.566774), np.float32(23.907526), np.float32(24.263626), np.float32(24.627293), np.float32(23.159744), np.float32(23.159744), np.float32(26.645761), np.float32(26.645761)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(22.856361), np.float32(23.619556), np.float32(23.154875), np.float32(22.173906), np.float32(23.944904), np.float32(23.05747), np.float32(23.543617), np.float32(23.825205), np.float32(23.393366), np.float32(22.272121), np.float32(21.68173), np.float32(23.956358), np.float32(24.207172), np.float32(24.207172), np.float32(22.75912), np.float32(22.75912)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(18.85022), np.float32(18.649872), np.float32(18.204456), np.float32(17.982601), np.float32(18.232864), np.float32(16.214579), np.float32(17.424484), np.float32(18.33071), np.float32(19.500925), np.float32(18.765814), np.float32(18.904472), np.float32(19.064568), np.float32(18.089693), np.float32(18.089693), np.float32(17.126945), np.float32(17.126945)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(16.978281), np.float32(16.61581), np.float32(16.61773), np.float32(16.466463), np.float32(16.296188), np.float32(15.465981), np.float32(16.801245), np.float32(19.286373), np.float32(18.131298), np.float32(17.916876), np.float32(18.422474), np.float32(17.005974), np.float32(18.11892), np.float32(18.11892), np.float32(15.539751), np.float32(15.539751)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(18.19984), np.float32(18.277325), np.float32(17.652496), np.float32(18.669403), np.float32(19.658468), np.float32(20.588476), np.float32(18.679974), np.float32(21.120897), np.float32(17.45146), np.float32(17.442501), np.float32(18.891455), np.float32(17.981867), np.float32(17.837965), np.float32(17.837965), np.float32(16.758015), np.float32(16.758015)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(18.530432), np.float32(18.913107), np.float32(18.993052), np.float32(19.933142), np.float32(19.826342), np.float32(19.15722), np.float32(18.705816), np.float32(18.283049), np.float32(20.572073), np.float32(19.804207), np.float32(18.657108), np.float32(19.594782), np.float32(20.01873), np.float32(20.01873), np.float32(19.731932), np.float32(19.731932)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(15.4377), np.float32(15.80443), np.float32(15.03308), np.float32(18.508396), np.float32(17.971434), np.float32(18.419771), np.float32(17.422083), np.float32(18.43138), np.float32(17.273571), np.float32(17.235167), np.float32(16.205292), np.float32(14.590893), np.float32(15.101887), np.float32(15.101887), np.float32(16.249237), np.float32(16.249237)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(23.352674), np.float32(23.860954), np.float32(23.908688), np.float32(25.614986), np.float32(25.969486), np.float32(27.092306), np.float32(23.61102), np.float32(23.438248), np.float32(24.868097), np.float32(24.385983), np.float32(23.783144), np.float32(24.783863), np.float32(25.420912), np.float32(25.420912), np.float32(25.58398), np.float32(25.58398)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(14.447668), np.float32(14.191532), np.float32(14.656423), np.float32(16.227352), np.float32(15.365292), np.float32(14.6629505), np.float32(16.716616), np.float32(18.029648), np.float32(18.008465), np.float32(17.785225), np.float32(16.844097), np.float32(15.58835), np.float32(18.011568), np.float32(18.011568), np.float32(14.912447), np.float32(14.912447)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(24.678776), np.float32(24.467264), np.float32(24.569162), np.float32(22.346018), np.float32(23.717407), np.float32(23.907661), np.float32(23.922724), np.float32(23.268435), np.float32(25.697784), np.float32(24.581316), np.float32(23.631227), np.float32(25.762953), np.float32(25.048777), np.float32(25.048777), np.float32(25.625345), np.float32(25.625345)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(25.056305), np.float32(25.076862), np.float32(24.290405), np.float32(25.852907), np.float32(25.995361), np.float32(30.612284), np.float32(25.724787), np.float32(29.713715), np.float32(24.938602), np.float32(25.235262), np.float32(25.221752), np.float32(22.803123), np.float32(24.03939), np.float32(24.03939), np.float32(27.75537), np.float32(27.75537)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(17.870829), np.float32(17.848227), np.float32(18.788937), np.float32(15.299173), np.float32(17.008018), np.float32(17.376461), np.float32(19.742872), np.float32(19.446953), np.float32(18.658873), np.float32(17.281803), np.float32(15.591375), np.float32(17.611088), np.float32(18.402199), np.float32(18.402199), np.float32(17.705153), np.float32(17.705153)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(20.088934), np.float32(20.509996), np.float32(20.09809), np.float32(18.559921), np.float32(19.809044), np.float32(19.112223), np.float32(20.271254), np.float32(21.848515), np.float32(20.79711), np.float32(19.890482), np.float32(20.31977), np.float32(21.386024), np.float32(21.931421), np.float32(21.931421), np.float32(19.671099), np.float32(19.671099)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(26.10637), np.float32(25.880919), np.float32(26.692345), np.float32(24.536366), np.float32(25.690786), np.float32(28.613466), np.float32(26.171043), np.float32(27.583597), np.float32(26.165035), np.float32(25.306427), np.float32(23.876162), np.float32(24.992937), np.float32(25.929947), np.float32(25.929947), np.float32(27.871748), np.float32(27.871748)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(26.617266), np.float32(26.751522), np.float32(26.619858), np.float32(26.449022), np.float32(27.000479), np.float32(30.247261), np.float32(25.229492), np.float32(26.484657), np.float32(26.566442), np.float32(26.217276), np.float32(26.951992), np.float32(26.67484), np.float32(27.065557), np.float32(27.065557), np.float32(28.705564), np.float32(28.705564)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(16.655914), np.float32(16.90596), np.float32(16.981066), np.float32(16.354153), np.float32(16.102076), np.float32(19.361973), np.float32(17.076649), np.float32(17.843184), np.float32(17.75924), np.float32(17.265785), np.float32(16.999048), np.float32(15.728355), np.float32(16.985151), np.float32(16.985151), np.float32(19.259134), np.float32(19.259134)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(25.962471), np.float32(26.362507), np.float32(25.35303), np.float32(25.206947), np.float32(27.457079), np.float32(27.202919), np.float32(25.08518), np.float32(23.82516), np.float32(24.599184), np.float32(23.666643), np.float32(23.32496), np.float32(25.743074), np.float32(23.39416), np.float32(23.39416), np.float32(25.386368), np.float32(25.386368)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(21.225088), np.float32(23.133694), np.float32(22.148445), np.float32(21.528662), np.float32(23.65272), np.float32(21.29713), np.float32(22.901722), np.float32(21.438152), np.float32(22.482132), np.float32(20.795145), np.float32(20.076132), np.float32(23.549831), np.float32(23.908873), np.float32(23.908873), np.float32(21.332363), np.float32(21.332363)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(27.347132), np.float32(26.335539), np.float32(27.218056), np.float32(23.291315), np.float32(25.303507), np.float32(26.427979), np.float32(26.642405), np.float32(27.570272), np.float32(26.921005), np.float32(25.770882), np.float32(24.0253), np.float32(25.615337), np.float32(25.356604), np.float32(25.356604), np.float32(26.494549), np.float32(26.494549)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(16.146477), np.float32(15.988966), np.float32(15.920048), np.float32(17.535069), np.float32(16.980589), np.float32(15.865042), np.float32(16.800558), np.float32(15.129417), np.float32(19.073784), np.float32(18.369059), np.float32(17.90472), np.float32(18.461052), np.float32(17.798147), np.float32(17.798147), np.float32(16.922998), np.float32(16.922998)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(15.427406), np.float32(15.59017), np.float32(14.828097), np.float32(18.697765), np.float32(17.52963), np.float32(16.941734), np.float32(16.873121), np.float32(16.10703), np.float32(18.91093), np.float32(18.672369), np.float32(18.938902), np.float32(17.80142), np.float32(17.89277), np.float32(17.89277), np.float32(16.731844), np.float32(16.731844)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(17.615488), np.float32(17.643198), np.float32(17.725975), np.float32(17.469656), np.float32(17.268238), np.float32(16.204033), np.float32(17.291113), np.float32(17.886219), np.float32(19.25589), np.float32(18.529802), np.float32(18.041338), np.float32(18.167654), np.float32(18.701633), np.float32(18.701633), np.float32(17.508265), np.float32(17.508265)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(24.470184), np.float32(24.43049), np.float32(24.288284), np.float32(25.682125), np.float32(25.792555), np.float32(25.994938), np.float32(23.228577), np.float32(23.79688), np.float32(25.571672), np.float32(25.23679), np.float32(25.455877), np.float32(25.63119), np.float32(25.61526), np.float32(25.61526), np.float32(25.225718), np.float32(25.225718)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(17.105562), np.float32(17.914412), np.float32(17.97646), np.float32(16.420216), np.float32(17.240818), np.float32(13.744553), np.float32(19.015486), np.float32(16.57772), np.float32(20.11826), np.float32(18.193932), np.float32(15.078962), np.float32(18.376398), np.float32(18.280497), np.float32(18.280497), np.float32(16.966352), np.float32(16.966352)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(16.175797), np.float32(15.95545), np.float32(16.021296), np.float32(16.888893), np.float32(16.012718), np.float32(15.106333), np.float32(16.2085), np.float32(17.088804), np.float32(18.292906), np.float32(17.919937), np.float32(17.775047), np.float32(16.810179), np.float32(17.495226), np.float32(17.495226), np.float32(15.887178), np.float32(15.887178)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(25.084963), np.float32(25.400509), np.float32(25.632505), np.float32(25.644423), np.float32(26.884735), np.float32(27.831484), np.float32(25.459724), np.float32(25.745575), np.float32(25.775698), np.float32(24.99751), np.float32(24.177319), np.float32(25.835476), np.float32(26.438017), np.float32(26.438017), np.float32(26.20364), np.float32(26.20364)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(24.1354), np.float32(24.35857), np.float32(24.397524), np.float32(25.10569), np.float32(25.847569), np.float32(28.4902), np.float32(25.855497), np.float32(28.065542), np.float32(24.36168), np.float32(24.163366), np.float32(22.822802), np.float32(23.006968), np.float32(24.866589), np.float32(24.866589), np.float32(26.302734), np.float32(26.302734)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(15.102484), np.float32(15.318993), np.float32(15.452692), np.float32(18.46847), np.float32(17.796694), np.float32(18.310244), np.float32(17.918211), np.float32(17.97918), np.float32(17.803223), np.float32(17.542698), np.float32(15.644617), np.float32(15.081001), np.float32(16.209267), np.float32(16.209267), np.float32(16.748621), np.float32(16.748621)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(17.252022), np.float32(17.595348), np.float32(18.062794), np.float32(18.711977), np.float32(18.729994), np.float32(20.574371), np.float32(18.52914), np.float32(17.152065), np.float32(18.851534), np.float32(18.045624), np.float32(16.224552), np.float32(17.129818), np.float32(17.36764), np.float32(17.36764), np.float32(19.807518), np.float32(19.807518)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(16.751974), np.float32(16.927835), np.float32(16.93681), np.float32(15.227304), np.float32(15.169039), np.float32(18.882507), np.float32(17.15406), np.float32(17.619753), np.float32(17.80761), np.float32(17.114004), np.float32(16.704807), np.float32(15.476593), np.float32(16.499128), np.float32(16.499128), np.float32(19.640814), np.float32(19.640814)]"
