,x_input,x_output
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(21.283247), np.float32(20.995075), np.float32(21.362837), np.float32(19.709717), np.float32(20.410305), np.float32(21.278406), np.float32(23.464186), np.float32(22.481388), np.float32(22.037786), np.float32(21.46827), np.float32(20.131392), np.float32(20.508596), np.float32(20.736336), np.float32(20.736336), np.float32(21.055912), np.float32(21.055912)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(19.519726), np.float32(19.970428), np.float32(21.407316), np.float32(21.409376), np.float32(21.977882), np.float32(24.227757), np.float32(23.910395), np.float32(25.45753), np.float32(21.150793), np.float32(23.067102), np.float32(20.335304), np.float32(21.47505), np.float32(23.628986), np.float32(23.628986), np.float32(21.664747), np.float32(21.664747)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(21.64725), np.float32(22.362968), np.float32(23.209757), np.float32(22.434793), np.float32(24.12801), np.float32(25.965332), np.float32(23.747961), np.float32(22.88103), np.float32(23.360348), np.float32(23.513208), np.float32(21.637983), np.float32(23.769396), np.float32(24.642216), np.float32(24.642216), np.float32(25.16499), np.float32(25.16499)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(12.691491), np.float32(13.176411), np.float32(13.654539), np.float32(13.01894), np.float32(12.938263), np.float32(12.804403), np.float32(14.745982), np.float32(16.072933), np.float32(13.559816), np.float32(12.770826), np.float32(11.794863), np.float32(12.831612), np.float32(13.941567), np.float32(13.941567), np.float32(13.847082), np.float32(13.847082)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(14.454285), np.float32(15.241318), np.float32(15.26705), np.float32(15.322533), np.float32(16.048208), np.float32(12.730566), np.float32(15.934185), np.float32(16.522999), np.float32(16.432062), np.float32(15.924789), np.float32(15.052294), np.float32(17.24358), np.float32(17.35869), np.float32(17.35869), np.float32(14.286326), np.float32(14.286326)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(22.652779), np.float32(23.260038), np.float32(24.251081), np.float32(22.787205), np.float32(24.344158), np.float32(27.243328), np.float32(24.776348), np.float32(22.907835), np.float32(24.086298), np.float32(23.384455), np.float32(20.708132), np.float32(23.016485), np.float32(23.597137), np.float32(23.597137), np.float32(26.858912), np.float32(26.858912)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(21.145372), np.float32(21.180937), np.float32(20.427315), np.float32(22.410913), np.float32(23.121727), np.float32(26.507513), np.float32(21.305841), np.float32(21.36599), np.float32(20.358118), np.float32(19.909056), np.float32(21.604784), np.float32(20.082022), np.float32(20.348516), np.float32(20.348516), np.float32(23.33971), np.float32(23.339712)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(17.89694), np.float32(18.729055), np.float32(18.094158), np.float32(22.707018), np.float32(22.945953), np.float32(21.939854), np.float32(19.71967), np.float32(21.454563), np.float32(18.931412), np.float32(19.843596), np.float32(19.633307), np.float32(19.949154), np.float32(20.050884), np.float32(20.050884), np.float32(18.54098), np.float32(18.54098)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(24.556902), np.float32(24.444063), np.float32(26.048983), np.float32(22.140703), np.float32(23.259068), np.float32(22.009716), np.float32(28.892769), np.float32(25.71742), np.float32(27.417515), np.float32(26.699375), np.float32(20.880634), np.float32(24.486143), np.float32(24.066835), np.float32(24.066835), np.float32(23.757792), np.float32(23.757792)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(12.925763), np.float32(13.827519), np.float32(14.056889), np.float32(15.556599), np.float32(15.745909), np.float32(13.523273), np.float32(15.344835), np.float32(17.680773), np.float32(14.686003), np.float32(15.307964), np.float32(14.474347), np.float32(15.964497), np.float32(17.012094), np.float32(17.012094), np.float32(13.288995), np.float32(13.288995)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(14.353128), np.float32(14.175377), np.float32(13.801241), np.float32(15.688271), np.float32(15.046108), np.float32(12.86389), np.float32(17.01857), np.float32(20.059498), np.float32(14.909152), np.float32(16.028673), np.float32(16.646557), np.float32(15.3843975), np.float32(16.260378), np.float32(16.260378), np.float32(11.035774), np.float32(11.035774)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(27.048775), np.float32(26.598928), np.float32(26.58651), np.float32(27.504461), np.float32(28.487179), np.float32(30.755634), np.float32(29.67412), np.float32(28.792768), np.float32(27.579405), np.float32(28.64141), np.float32(27.621407), np.float32(26.788918), np.float32(26.897287), np.float32(26.897287), np.float32(26.774393), np.float32(26.774393)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(19.11384), np.float32(18.491924), np.float32(18.338787), np.float32(19.003483), np.float32(18.554884), np.float32(19.891657), np.float32(21.627836), np.float32(22.72783), np.float32(18.783916), np.float32(18.991331), np.float32(18.937817), np.float32(17.14829), np.float32(17.764088), np.float32(17.764088), np.float32(17.468334), np.float32(17.468334)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(12.789609), np.float32(12.724855), np.float32(13.208249), np.float32(12.077286), np.float32(11.868912), np.float32(13.166466), np.float32(14.938944), np.float32(17.318035), np.float32(12.871647), np.float32(12.89944), np.float32(13.43198), np.float32(12.711447), np.float32(14.665964), np.float32(14.665964), np.float32(13.141802), np.float32(13.141802)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(21.098337), np.float32(20.487507), np.float32(20.830175), np.float32(18.551147), np.float32(19.19045), np.float32(21.348528), np.float32(22.977243), np.float32(22.324427), np.float32(21.16702), np.float32(20.626722), np.float32(20.3195), np.float32(19.648699), np.float32(20.319935), np.float32(20.319935), np.float32(20.872446), np.float32(20.872446)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(20.46624), np.float32(20.442501), np.float32(20.797031), np.float32(21.397163), np.float32(21.540377), np.float32(22.474874), np.float32(23.522818), np.float32(23.812532), np.float32(21.27775), np.float32(21.627367), np.float32(19.800253), np.float32(19.97315), np.float32(20.491894), np.float32(20.491894), np.float32(20.460594), np.float32(20.460594)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(25.653694), np.float32(25.973074), np.float32(26.73176), np.float32(25.056162), np.float32(27.202284), np.float32(29.795717), np.float32(27.414358), np.float32(25.110783), np.float32(27.141146), np.float32(26.989655), np.float32(25.172619), np.float32(26.972483), np.float32(27.35468), np.float32(27.35468), np.float32(28.81058), np.float32(28.81058)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(19.588968), np.float32(19.658524), np.float32(20.058216), np.float32(19.03613), np.float32(19.492159), np.float32(18.73213), np.float32(22.114664), np.float32(21.23286), np.float32(20.95259), np.float32(20.184004), np.float32(17.843801), np.float32(19.253115), np.float32(19.143232), np.float32(19.143232), np.float32(19.17709), np.float32(19.17709)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(29.346062), np.float32(29.335297), np.float32(31.454927), np.float32(26.35041), np.float32(29.112902), np.float32(28.497892), np.float32(33.508713), np.float32(29.332336), np.float32(33.10481), np.float32(33.511948), np.float32(27.882263), np.float32(32.391678), np.float32(32.35965), np.float32(32.35965), np.float32(29.692722), np.float32(29.692722)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(18.34762), np.float32(18.736757), np.float32(19.965065), np.float32(18.026127), np.float32(19.078045), np.float32(18.287708), np.float32(21.855932), np.float32(22.305092), np.float32(20.688644), np.float32(21.545813), np.float32(19.026224), np.float32(21.211235), np.float32(22.52945), np.float32(22.52945), np.float32(18.709509), np.float32(18.709509)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(20.479244), np.float32(20.006704), np.float32(20.349754), np.float32(17.266544), np.float32(18.063478), np.float32(20.148676), np.float32(21.735378), np.float32(20.238636), np.float32(20.562756), np.float32(19.025064), np.float32(18.532276), np.float32(18.515451), np.float32(18.847857), np.float32(18.847857), np.float32(21.004847), np.float32(21.004847)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(22.811348), np.float32(23.251501), np.float32(23.992178), np.float32(24.269196), np.float32(25.21155), np.float32(25.64899), np.float32(26.077515), np.float32(25.145706), np.float32(24.692383), np.float32(25.057192), np.float32(21.779074), np.float32(23.776522), np.float32(23.965416), np.float32(23.965416), np.float32(24.102268), np.float32(24.102268)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(19.875381), np.float32(20.290854), np.float32(19.510273), np.float32(20.543646), np.float32(21.510427), np.float32(18.437143), np.float32(20.34906), np.float32(18.954224), np.float32(21.253609), np.float32(19.951918), np.float32(19.383722), np.float32(20.915455), np.float32(19.484732), np.float32(19.484732), np.float32(18.923815), np.float32(18.923815)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(17.967287), np.float32(18.70469), np.float32(18.013092), np.float32(19.360254), np.float32(20.628227), np.float32(17.197496), np.float32(18.317753), np.float32(18.03547), np.float32(19.67878), np.float32(19.14917), np.float32(19.365696), np.float32(21.080233), np.float32(20.32914), np.float32(20.32914), np.float32(17.59345), np.float32(17.59345)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(19.597256), np.float32(19.163246), np.float32(18.671227), np.float32(20.176582), np.float32(20.224371), np.float32(21.939468), np.float32(21.22762), np.float32(22.60293), np.float32(19.118933), np.float32(19.692793), np.float32(20.984444), np.float32(18.864094), np.float32(19.585539), np.float32(19.585539), np.float32(18.767344), np.float32(18.767344)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(16.122364), np.float32(16.959581), np.float32(16.89436), np.float32(17.048477), np.float32(17.871893), np.float32(16.378382), np.float32(17.008688), np.float32(16.542408), np.float32(17.55992), np.float32(16.18711), np.float32(15.155973), np.float32(17.312595), np.float32(17.091612), np.float32(17.091612), np.float32(17.654657), np.float32(17.654657)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(13.718643), np.float32(13.864166), np.float32(13.307272), np.float32(14.745432), np.float32(14.510988), np.float32(13.527754), np.float32(14.847987), np.float32(16.824816), np.float32(13.848793), np.float32(13.563767), np.float32(14.7229595), np.float32(14.001135), np.float32(14.542694), np.float32(14.542694), np.float32(12.851765), np.float32(12.851765)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(14.829239), np.float32(15.604406), np.float32(15.382727), np.float32(16.04186), np.float32(16.63633), np.float32(17.335623), np.float32(15.095905), np.float32(15.446451), np.float32(15.238939), np.float32(13.831498), np.float32(14.189256), np.float32(15.11981), np.float32(15.517433), np.float32(15.517433), np.float32(17.691221), np.float32(17.691221)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(13.667564), np.float32(14.916713), np.float32(14.693829), np.float32(16.33151), np.float32(17.221863), np.float32(13.179862), np.float32(14.828987), np.float32(15.93947), np.float32(15.965015), np.float32(15.819891), np.float32(15.258032), np.float32(17.867432), np.float32(17.901045), np.float32(17.901045), np.float32(14.170788), np.float32(14.170788)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(24.81105), np.float32(24.992327), np.float32(26.405561), np.float32(22.637608), np.float32(24.31392), np.float32(23.553339), np.float32(28.048882), np.float32(24.33738), np.float32(27.631664), np.float32(26.448309), np.float32(21.321074), np.float32(25.323078), np.float32(24.720491), np.float32(24.720491), np.float32(25.58453), np.float32(25.58453)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(25.042637), np.float32(24.435266), np.float32(24.554058), np.float32(23.891808), np.float32(25.270508), np.float32(30.585552), np.float32(26.405499), np.float32(26.377113), np.float32(24.448967), np.float32(25.463163), np.float32(27.007431), np.float32(24.828066), np.float32(26.306826), np.float32(26.306826), np.float32(26.785809), np.float32(26.78581)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(22.269672), np.float32(22.43294), np.float32(24.287958), np.float32(21.765038), np.float32(22.709074), np.float32(23.393911), np.float32(27.142784), np.float32(26.467146), np.float32(24.742329), np.float32(25.737707), np.float32(21.048735), np.float32(23.630169), np.float32(24.87531), np.float32(24.87531), np.float32(22.996393), np.float32(22.996393)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(22.632048), np.float32(23.081459), np.float32(23.620283), np.float32(23.436644), np.float32(24.760267), np.float32(23.611137), np.float32(25.356936), np.float32(24.130447), np.float32(24.90584), np.float32(25.13912), np.float32(22.357222), np.float32(24.722126), np.float32(24.55738), np.float32(24.55738), np.float32(23.011005), np.float32(23.011005)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(24.14237), np.float32(24.442062), np.float32(25.302328), np.float32(23.58157), np.float32(25.503298), np.float32(29.920097), np.float32(25.79632), np.float32(24.308546), np.float32(24.984064), np.float32(24.930605), np.float32(23.853922), np.float32(24.874563), np.float32(26.013515), np.float32(26.013515), np.float32(28.465925), np.float32(28.465925)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(19.83606), np.float32(20.233583), np.float32(20.10107), np.float32(18.863876), np.float32(20.575006), np.float32(22.356174), np.float32(19.493235), np.float32(18.181871), np.float32(20.26776), np.float32(18.869717), np.float32(19.768225), np.float32(20.590864), np.float32(20.819794), np.float32(20.819794), np.float32(22.839373), np.float32(22.839373)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(17.04338), np.float32(17.144964), np.float32(17.84719), np.float32(14.620598), np.float32(15.861069), np.float32(15.7542305), np.float32(18.63945), np.float32(18.52653), np.float32(18.367203), np.float32(17.893536), np.float32(17.511475), np.float32(18.765469), np.float32(19.863659), np.float32(19.863659), np.float32(17.596876), np.float32(17.596876)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(24.3237), np.float32(23.73706), np.float32(24.02493), np.float32(23.962), np.float32(23.920078), np.float32(26.841753), np.float32(27.35236), np.float32(26.109526), np.float32(24.289291), np.float32(23.832478), np.float32(21.52496), np.float32(20.88101), np.float32(20.835907), np.float32(20.835907), np.float32(24.281023), np.float32(24.281023)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(22.735723), np.float32(23.5607), np.float32(24.998947), np.float32(25.951286), np.float32(26.489065), np.float32(27.1137), np.float32(27.613232), np.float32(26.964737), np.float32(25.22275), np.float32(26.157612), np.float32(20.582907), np.float32(23.738052), np.float32(24.263887), np.float32(24.263887), np.float32(24.950409), np.float32(24.950409)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(28.521276), np.float32(28.391855), np.float32(29.499697), np.float32(27.246077), np.float32(29.057323), np.float32(31.24837), np.float32(31.7105), np.float32(28.622936), np.float32(30.320042), np.float32(30.376785), np.float32(26.688452), np.float32(28.628754), np.float32(28.603191), np.float32(28.603191), np.float32(29.946346), np.float32(29.94635)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(14.391476), np.float32(15.003784), np.float32(14.9211645), np.float32(14.041046), np.float32(14.399908), np.float32(11.178031), np.float32(15.433184), np.float32(14.605212), np.float32(15.967646), np.float32(13.779813), np.float32(12.138491), np.float32(14.59395), np.float32(13.884336), np.float32(13.884336), np.float32(14.189575), np.float32(14.189575)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(11.496084), np.float32(12.204283), np.float32(11.488545), np.float32(12.556997), np.float32(12.626326), np.float32(8.094894), np.float32(11.940094), np.float32(12.905874), np.float32(12.792072), np.float32(11.372179), np.float32(11.640326), np.float32(13.120539), np.float32(12.603029), np.float32(12.603029), np.float32(10.2476), np.float32(10.2476)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(17.55945), np.float32(18.405075), np.float32(18.120686), np.float32(18.59152), np.float32(19.78213), np.float32(16.785969), np.float32(18.308876), np.float32(17.53032), np.float32(19.48156), np.float32(18.44755), np.float32(17.530537), np.float32(19.993721), np.float32(19.308687), np.float32(19.308687), np.float32(18.020554), np.float32(18.020554)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(16.964285), np.float32(17.776546), np.float32(17.038832), np.float32(17.900215), np.float32(19.007637), np.float32(17.749779), np.float32(16.38751), np.float32(15.433216), np.float32(17.802708), np.float32(15.884655), np.float32(16.365168), np.float32(17.905602), np.float32(17.12833), np.float32(17.12833), np.float32(18.774933), np.float32(18.774933)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(22.749374), np.float32(23.64464), np.float32(25.42099), np.float32(23.747417), np.float32(24.930872), np.float32(21.453793), np.float32(27.600847), np.float32(24.796175), np.float32(26.968761), np.float32(26.618942), np.float32(19.13305), np.float32(25.002771), np.float32(24.230751), np.float32(24.230753), np.float32(23.147097), np.float32(23.147097)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(15.275572), np.float32(16.13815), np.float32(15.345123), np.float32(16.212229), np.float32(17.31865), np.float32(13.284158), np.float32(15.034558), np.float32(14.766068), np.float32(16.88699), np.float32(15.540108), np.float32(16.033669), np.float32(18.042772), np.float32(17.179054), np.float32(17.179054), np.float32(15.080324), np.float32(15.080324)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(18.99863), np.float32(19.58638), np.float32(19.796581), np.float32(20.363619), np.float32(21.193176), np.float32(22.778236), np.float32(20.53277), np.float32(20.413988), np.float32(19.812788), np.float32(19.362906), np.float32(18.446598), np.float32(19.462065), np.float32(20.003712), np.float32(20.003712), np.float32(21.721542), np.float32(21.721542)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(22.438656), np.float32(22.65464), np.float32(23.477394), np.float32(23.820372), np.float32(24.802158), np.float32(28.613018), np.float32(25.449211), np.float32(26.0103), np.float32(23.211473), np.float32(24.565405), np.float32(23.288378), np.float32(23.376795), np.float32(25.019327), np.float32(25.019327), np.float32(25.25759), np.float32(25.25759)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(11.385215), np.float32(11.911719), np.float32(11.654575), np.float32(13.122983), np.float32(12.826048), np.float32(12.138193), np.float32(12.636486), np.float32(15.155109), np.float32(11.719007), np.float32(11.39607), np.float32(12.234945), np.float32(12.142067), np.float32(13.168758), np.float32(13.168758), np.float32(11.891809), np.float32(11.891809)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(14.814539), np.float32(14.966118), np.float32(15.603849), np.float32(13.480707), np.float32(13.76302), np.float32(15.078657), np.float32(16.605003), np.float32(17.070007), np.float32(15.3299465), np.float32(14.249225), np.float32(13.531513), np.float32(14.19354), np.float32(15.40657), np.float32(15.40657), np.float32(16.339355), np.float32(16.339355)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(19.196146), np.float32(18.698532), np.float32(20.031742), np.float32(14.012875), np.float32(15.476896), np.float32(16.14273), np.float32(21.573751), np.float32(20.670492), np.float32(20.60338), np.float32(20.204754), np.float32(19.140282), np.float32(20.265753), np.float32(21.732086), np.float32(21.732086), np.float32(18.815418), np.float32(18.815418)]"
