,x_input,x_output
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(25.84143), np.float32(26.202108), np.float32(27.31432), np.float32(25.530756), np.float32(27.625256), np.float32(28.42964), np.float32(27.987633), np.float32(26.282305), np.float32(27.540054), np.float32(27.115797), np.float32(25.006481), np.float32(27.398033), np.float32(28.317665), np.float32(28.317665), np.float32(27.317955), np.float32(27.317955)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(15.34247), np.float32(16.980425), np.float32(16.626839), np.float32(16.613028), np.float32(17.423586), np.float32(17.382912), np.float32(16.64277), np.float32(16.129541), np.float32(16.76591), np.float32(14.858597), np.float32(14.249464), np.float32(16.153019), np.float32(16.288929), np.float32(16.288929), np.float32(18.361351), np.float32(18.361351)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(13.959005), np.float32(14.787843), np.float32(14.539494), np.float32(13.702705), np.float32(14.5446), np.float32(11.633141), np.float32(14.814386), np.float32(15.163769), np.float32(16.074472), np.float32(14.63673), np.float32(14.277689), np.float32(16.350765), np.float32(16.042734), np.float32(16.042734), np.float32(14.6626425), np.float32(14.6626425)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(28.512583), np.float32(28.799849), np.float32(29.85256), np.float32(27.762274), np.float32(30.267004), np.float32(31.715332), np.float32(30.113663), np.float32(27.104448), np.float32(29.811262), np.float32(28.894403), np.float32(26.314295), np.float32(28.936428), np.float32(29.203314), np.float32(29.203314), np.float32(30.204947), np.float32(30.204947)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(25.169704), np.float32(25.039978), np.float32(24.618992), np.float32(27.247993), np.float32(28.819609), np.float32(30.58391), np.float32(25.448055), np.float32(25.630676), np.float32(25.66717), np.float32(25.883955), np.float32(26.480814), np.float32(25.730125), np.float32(25.816929), np.float32(25.816929), np.float32(26.442308), np.float32(26.442308)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(14.4434395), np.float32(15.525248), np.float32(15.060682), np.float32(18.219837), np.float32(18.49595), np.float32(14.633756), np.float32(16.080458), np.float32(18.021349), np.float32(16.297558), np.float32(16.476137), np.float32(16.349073), np.float32(17.887133), np.float32(17.943642), np.float32(17.943642), np.float32(13.919222), np.float32(13.919222)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(21.699978), np.float32(21.602283), np.float32(21.792725), np.float32(19.427984), np.float32(20.036518), np.float32(18.515085), np.float32(23.839878), np.float32(21.623486), np.float32(23.208086), np.float32(21.270254), np.float32(17.765844), np.float32(20.165209), np.float32(18.69394), np.float32(18.69394), np.float32(21.177008), np.float32(21.177008)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(11.463268), np.float32(13.149931), np.float32(13.031147), np.float32(13.791024), np.float32(13.971022), np.float32(11.348541), np.float32(13.734919), np.float32(15.108526), np.float32(13.659338), np.float32(12.772079), np.float32(12.330409), np.float32(14.547305), np.float32(15.34226), np.float32(15.34226), np.float32(12.893153), np.float32(12.893153)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(9.020245), np.float32(9.895996), np.float32(8.7934675), np.float32(12.644704), np.float32(11.118123), np.float32(9.670523), np.float32(11.301669), np.float32(14.850256), np.float32(10.135515), np.float32(9.695267), np.float32(10.626965), np.float32(9.568172), np.float32(9.994717), np.float32(9.994718), np.float32(9.361703), np.float32(9.361703)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(22.790264), np.float32(21.946644), np.float32(21.936956), np.float32(24.28799), np.float32(24.359976), np.float32(24.732632), np.float32(25.255995), np.float32(26.84863), np.float32(23.614836), np.float32(24.542233), np.float32(23.765928), np.float32(22.744865), np.float32(22.99071), np.float32(22.99071), np.float32(21.736298), np.float32(21.736298)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(14.796713), np.float32(15.099949), np.float32(14.125998), np.float32(17.456785), np.float32(16.670477), np.float32(17.160131), np.float32(16.688139), np.float32(18.905167), np.float32(15.347088), np.float32(14.899891), np.float32(15.288723), np.float32(13.972307), np.float32(13.849393), np.float32(13.849393), np.float32(15.505295), np.float32(15.505295)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(13.562826), np.float32(14.871246), np.float32(14.616565), np.float32(15.376175), np.float32(15.383808), np.float32(17.594418), np.float32(15.8928585), np.float32(17.301008), np.float32(14.727781), np.float32(13.598461), np.float32(14.0276985), np.float32(14.075028), np.float32(15.428074), np.float32(15.428074), np.float32(17.281391), np.float32(17.281391)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(21.6803), np.float32(21.266832), np.float32(21.060776), np.float32(21.314373), np.float32(21.915926), np.float32(24.626768), np.float32(23.131512), np.float32(23.387323), np.float32(22.279318), np.float32(21.553324), np.float32(21.4023), np.float32(20.440498), np.float32(20.54639), np.float32(20.54639), np.float32(23.298252), np.float32(23.298252)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(17.668213), np.float32(18.307718), np.float32(17.973576), np.float32(19.818861), np.float32(19.832914), np.float32(19.105602), np.float32(19.921757), np.float32(20.611359), np.float32(18.805674), np.float32(18.270046), np.float32(17.183613), np.float32(17.935328), np.float32(17.836828), np.float32(17.836828), np.float32(18.169706), np.float32(18.169706)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(28.736956), np.float32(28.151566), np.float32(29.29489), np.float32(27.027609), np.float32(29.230648), np.float32(30.73218), np.float32(30.593262), np.float32(28.725296), np.float32(30.134005), np.float32(29.892828), np.float32(27.76787), np.float32(29.201563), np.float32(29.759459), np.float32(29.759459), np.float32(29.350107), np.float32(29.350107)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(18.474697), np.float32(18.801012), np.float32(18.37277), np.float32(18.368176), np.float32(18.94959), np.float32(17.714762), np.float32(19.625277), np.float32(19.067352), np.float32(19.7402), np.float32(18.27094), np.float32(16.96876), np.float32(18.209236), np.float32(17.201982), np.float32(17.201982), np.float32(18.855108), np.float32(18.855108)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(26.808949), np.float32(25.632282), np.float32(27.339752), np.float32(22.300438), np.float32(23.84949), np.float32(23.607857), np.float32(30.002018), np.float32(28.025057), np.float32(28.952396), np.float32(28.367943), np.float32(24.672894), np.float32(27.046902), np.float32(27.300716), np.float32(27.300716), np.float32(25.743029), np.float32(25.743029)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(15.797247), np.float32(16.632915), np.float32(17.357342), np.float32(15.343288), np.float32(15.706228), np.float32(15.125607), np.float32(19.301706), np.float32(19.837442), np.float32(18.095345), np.float32(17.298132), np.float32(15.600824), np.float32(17.727179), np.float32(18.965647), np.float32(18.965647), np.float32(17.239779), np.float32(17.239779)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(24.725704), np.float32(24.27837), np.float32(24.00588), np.float32(23.442125), np.float32(24.837667), np.float32(27.909845), np.float32(25.132706), np.float32(23.842875), np.float32(25.138329), np.float32(23.77849), np.float32(23.438486), np.float32(22.932226), np.float32(22.427599), np.float32(22.427599), np.float32(26.734755), np.float32(26.734755)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(21.801598), np.float32(22.306963), np.float32(22.6586), np.float32(22.797857), np.float32(23.719385), np.float32(22.035694), np.float32(24.130957), np.float32(23.275139), np.float32(23.416477), np.float32(22.8812), np.float32(20.48257), np.float32(22.824253), np.float32(22.617884), np.float32(22.617884), np.float32(21.638836), np.float32(21.638836)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(18.62317), np.float32(18.172241), np.float32(17.414793), np.float32(17.680832), np.float32(18.847576), np.float32(15.2205925), np.float32(17.875723), np.float32(17.837807), np.float32(20.09064), np.float32(18.975574), np.float32(18.887224), np.float32(19.83145), np.float32(17.938843), np.float32(17.938843), np.float32(17.150602), np.float32(17.150602)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(16.506113), np.float32(16.354464), np.float32(16.07667), np.float32(15.67169), np.float32(16.876339), np.float32(13.151488), np.float32(16.552607), np.float32(17.427355), np.float32(18.594383), np.float32(17.95249), np.float32(18.197542), np.float32(19.544405), np.float32(18.803093), np.float32(18.803093), np.float32(15.570087), np.float32(15.570087)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(16.198662), np.float32(16.215714), np.float32(15.556906), np.float32(18.704838), np.float32(18.39501), np.float32(19.13905), np.float32(17.993961), np.float32(20.713543), np.float32(16.983522), np.float32(17.20839), np.float32(18.215487), np.float32(16.677526), np.float32(17.171791), np.float32(17.171791), np.float32(16.863453), np.float32(16.863453)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(19.966139), np.float32(20.696262), np.float32(20.41781), np.float32(19.768324), np.float32(21.58255), np.float32(19.735495), np.float32(19.83231), np.float32(18.400902), np.float32(21.546013), np.float32(19.935034), np.float32(19.235643), np.float32(21.579987), np.float32(20.68426), np.float32(20.68426), np.float32(21.04722), np.float32(21.04722)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(12.50872), np.float32(13.340637), np.float32(12.378173), np.float32(14.791435), np.float32(14.7597475), np.float32(13.831204), np.float32(13.295883), np.float32(15.298037), np.float32(13.648032), np.float32(12.779067), np.float32(13.897155), np.float32(13.68862), np.float32(13.655748), np.float32(13.655748), np.float32(13.875715), np.float32(13.875715)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(22.229683), np.float32(23.230421), np.float32(22.957397), np.float32(23.253496), np.float32(25.439054), np.float32(25.716606), np.float32(21.964537), np.float32(20.411467), np.float32(23.370802), np.float32(22.025074), np.float32(21.950577), np.float32(23.721931), np.float32(23.47544), np.float32(23.47544), np.float32(24.759073), np.float32(24.759073)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(13.272085), np.float32(14.39323), np.float32(14.258144), np.float32(13.662361), np.float32(14.746355), np.float32(10.474513), np.float32(14.094265), np.float32(14.699037), np.float32(15.802988), np.float32(14.707261), np.float32(14.443525), np.float32(17.235928), np.float32(17.137703), np.float32(17.137703), np.float32(13.626283), np.float32(13.626283)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(26.29521), np.float32(25.798925), np.float32(26.388515), np.float32(23.32149), np.float32(25.025045), np.float32(24.24323), np.float32(27.569328), np.float32(24.388538), np.float32(27.72617), np.float32(26.0206), np.float32(22.759935), np.float32(25.383837), np.float32(24.008423), np.float32(24.008423), np.float32(25.92601), np.float32(25.92601)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(25.859713), np.float32(25.034437), np.float32(25.562527), np.float32(26.681244), np.float32(27.489027), np.float32(32.340378), np.float32(28.450726), np.float32(29.903135), np.float32(26.424051), np.float32(27.60665), np.float32(27.704374), np.float32(25.639395), np.float32(27.611202), np.float32(27.611202), np.float32(27.851849), np.float32(27.851849)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(19.064505), np.float32(19.955904), np.float32(20.81987), np.float32(19.083012), np.float32(19.315817), np.float32(19.06675), np.float32(23.177994), np.float32(22.533424), np.float32(20.953913), np.float32(20.05518), np.float32(16.934914), np.float32(19.55443), np.float32(20.421312), np.float32(20.421312), np.float32(20.180105), np.float32(20.180105)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(20.307314), np.float32(20.344519), np.float32(20.709684), np.float32(19.843311), np.float32(20.784294), np.float32(18.32486), np.float32(22.305868), np.float32(22.007647), np.float32(22.29106), np.float32(21.756124), np.float32(19.832703), np.float32(21.940895), np.float32(21.619684), np.float32(21.619684), np.float32(19.51783), np.float32(19.51783)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(28.993357), np.float32(28.884586), np.float32(30.126814), np.float32(28.04863), np.float32(30.349073), np.float32(33.51835), np.float32(31.160408), np.float32(29.255194), np.float32(30.207542), np.float32(30.00345), np.float32(28.029638), np.float32(29.339336), np.float32(30.593077), np.float32(30.593077), np.float32(31.15007), np.float32(31.15007)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(27.277197), np.float32(26.934875), np.float32(27.207108), np.float32(25.926151), np.float32(28.493294), np.float32(30.779322), np.float32(27.192518), np.float32(25.53125), np.float32(28.280426), np.float32(27.48719), np.float32(27.421339), np.float32(27.903954), np.float32(28.06056), np.float32(28.06056), np.float32(29.302906), np.float32(29.302906)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(18.761576), np.float32(18.87336), np.float32(19.321499), np.float32(16.59951), np.float32(17.77265), np.float32(19.422363), np.float32(20.514061), np.float32(20.48841), np.float32(20.492863), np.float32(19.276447), np.float32(18.931742), np.float32(19.707874), np.float32(20.57919), np.float32(20.57919), np.float32(21.199549), np.float32(21.199549)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(23.348364), np.float32(23.335243), np.float32(22.577053), np.float32(25.459625), np.float32(25.667747), np.float32(26.651258), np.float32(24.738092), np.float32(24.203882), np.float32(23.39075), np.float32(22.695097), np.float32(21.371214), np.float32(21.006779), np.float32(19.877302), np.float32(19.877302), np.float32(23.629095), np.float32(23.629095)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(20.798014), np.float32(22.380713), np.float32(22.89594), np.float32(23.406427), np.float32(24.074814), np.float32(21.07973), np.float32(24.11691), np.float32(22.395134), np.float32(22.609528), np.float32(21.736599), np.float32(17.87686), np.float32(21.99864), np.float32(21.808535), np.float32(21.808535), np.float32(20.72919), np.float32(20.72919)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(28.287426), np.float32(27.443514), np.float32(28.331402), np.float32(26.726105), np.float32(28.192516), np.float32(28.929293), np.float32(30.586098), np.float32(28.785994), np.float32(29.444899), np.float32(29.158438), np.float32(26.302946), np.float32(27.583881), np.float32(27.383554), np.float32(27.383554), np.float32(27.752934), np.float32(27.752934)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(16.470518), np.float32(17.168182), np.float32(16.287508), np.float32(15.530779), np.float32(16.786217), np.float32(14.117588), np.float32(15.722956), np.float32(14.313337), np.float32(17.902456), np.float32(15.37257), np.float32(14.802784), np.float32(16.814362), np.float32(14.98218), np.float32(14.98218), np.float32(17.262505), np.float32(17.262505)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(12.008866), np.float32(12.8473835), np.float32(11.660404), np.float32(12.613686), np.float32(13.1987705), np.float32(9.724613), np.float32(11.286536), np.float32(11.843031), np.float32(13.520189), np.float32(11.55304), np.float32(12.298115), np.float32(13.43972), np.float32(12.115399), np.float32(12.1154), np.float32(12.543838), np.float32(12.543838)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(18.447432), np.float32(18.658945), np.float32(18.43894), np.float32(17.37256), np.float32(18.954233), np.float32(15.634245), np.float32(18.354078), np.float32(17.758337), np.float32(20.40822), np.float32(19.126099), np.float32(18.568258), np.float32(20.757494), np.float32(19.702734), np.float32(19.702734), np.float32(18.15909), np.float32(18.15909)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(22.889853), np.float32(22.98985), np.float32(22.48563), np.float32(22.465034), np.float32(24.77036), np.float32(23.369642), np.float32(21.499138), np.float32(20.00458), np.float32(24.046701), np.float32(22.747791), np.float32(22.955175), np.float32(24.405903), np.float32(23.112993), np.float32(23.112993), np.float32(23.567734), np.float32(23.567734)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(19.613743), np.float32(20.653301), np.float32(21.11195), np.float32(18.568554), np.float32(19.501799), np.float32(13.972639), np.float32(22.028002), np.float32(19.004799), np.float32(22.10054), np.float32(19.989843), np.float32(15.187574), np.float32(20.495083), np.float32(18.773443), np.float32(18.773443), np.float32(18.058931), np.float32(18.058931)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(16.170135), np.float32(16.269152), np.float32(15.735865), np.float32(14.928186), np.float32(16.4482), np.float32(12.7930565), np.float32(15.352173), np.float32(15.468155), np.float32(18.13632), np.float32(16.781366), np.float32(17.227285), np.float32(18.85145), np.float32(17.673079), np.float32(17.673079), np.float32(15.896969), np.float32(15.896969)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(23.546814), np.float32(24.263277), np.float32(24.426498), np.float32(24.72987), np.float32(26.50595), np.float32(26.818192), np.float32(24.636375), np.float32(23.368734), np.float32(24.799664), np.float32(24.065948), np.float32(22.985594), np.float32(24.751362), np.float32(24.883602), np.float32(24.883602), np.float32(25.21602), np.float32(25.216019)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(23.394173), np.float32(24.007385), np.float32(24.851624), np.float32(25.557491), np.float32(26.483269), np.float32(28.464003), np.float32(26.733658), np.float32(26.976776), np.float32(24.63031), np.float32(25.16304), np.float32(23.574936), np.float32(24.586393), np.float32(26.365648), np.float32(26.365648), np.float32(25.323198), np.float32(25.323198)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(12.512615), np.float32(14.069237), np.float32(13.394453), np.float32(15.1827545), np.float32(15.568922), np.float32(14.7346325), np.float32(13.527219), np.float32(14.755253), np.float32(13.908548), np.float32(12.713625), np.float32(13.3862095), np.float32(14.363571), np.float32(14.746799), np.float32(14.746799), np.float32(14.958152), np.float32(14.958152)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(19.423283), np.float32(20.471493), np.float32(20.333155), np.float32(19.567787), np.float32(20.797144), np.float32(22.847305), np.float32(20.621588), np.float32(19.531414), np.float32(20.506845), np.float32(18.706861), np.float32(18.154123), np.float32(19.316814), np.float32(19.615522), np.float32(19.615522), np.float32(22.916805), np.float32(22.916805)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(19.592232), np.float32(19.168085), np.float32(19.955198), np.float32(15.887615), np.float32(16.709843), np.float32(20.111319), np.float32(22.186954), np.float32(22.163195), np.float32(21.177698), np.float32(19.86937), np.float32(19.102837), np.float32(19.196226), np.float32(20.413748), np.float32(20.413748), np.float32(22.298046), np.float32(22.298046)]"
