,x_input,x_output
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(14.929474), np.float32(15.156784), np.float32(13.686962), np.float32(17.027452), np.float32(17.070795), np.float32(17.803732), np.float32(17.654821), np.float32(19.904613), np.float32(15.977154), np.float32(15.668552), np.float32(14.33329), np.float32(11.486578), np.float32(11.765879), np.float32(11.765877), np.float32(14.809867), np.float32(14.809868)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(26.995281), np.float32(25.92568), np.float32(25.446386), np.float32(25.929821), np.float32(27.412537), np.float32(28.416803), np.float32(27.690632), np.float32(33.049934), np.float32(26.609047), np.float32(27.017721), np.float32(25.805204), np.float32(23.94077), np.float32(24.744917), np.float32(24.744917), np.float32(25.530106), np.float32(25.530106)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(17.055405), np.float32(17.314056), np.float32(16.253757), np.float32(16.725367), np.float32(18.04467), np.float32(18.237337), np.float32(17.402258), np.float32(19.428225), np.float32(15.567526), np.float32(15.093443), np.float32(15.257149), np.float32(14.893973), np.float32(13.500301), np.float32(13.500301), np.float32(15.331263), np.float32(15.331263)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(14.34156), np.float32(15.049366), np.float32(14.727739), np.float32(16.645319), np.float32(16.418444), np.float32(18.916727), np.float32(16.53082), np.float32(17.076904), np.float32(15.473312), np.float32(14.493145), np.float32(13.117971), np.float32(12.797091), np.float32(13.2097435), np.float32(13.2097435), np.float32(17.543169), np.float32(17.543169)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(23.117748), np.float32(23.165668), np.float32(22.117695), np.float32(21.052607), np.float32(22.52787), np.float32(25.194538), np.float32(21.785599), np.float32(23.85387), np.float32(21.761482), np.float32(21.188036), np.float32(22.550993), np.float32(22.261368), np.float32(20.9054), np.float32(20.9054), np.float32(23.73654), np.float32(23.73654)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(18.138975), np.float32(18.792406), np.float32(18.212023), np.float32(17.905153), np.float32(19.646109), np.float32(18.57032), np.float32(18.91703), np.float32(20.457928), np.float32(17.687975), np.float32(16.742926), np.float32(16.562933), np.float32(18.523129), np.float32(17.830467), np.float32(17.830467), np.float32(17.289688), np.float32(17.289688)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(28.107994), np.float32(26.95195), np.float32(27.948349), np.float32(24.625334), np.float32(26.82736), np.float32(27.96253), np.float32(28.10178), np.float32(31.37447), np.float32(29.124363), np.float32(28.400084), np.float32(26.875814), np.float32(27.438095), np.float32(28.72072), np.float32(28.72072), np.float32(27.766743), np.float32(27.766743)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(17.372856), np.float32(17.997862), np.float32(17.26964), np.float32(15.955502), np.float32(17.13781), np.float32(15.400835), np.float32(17.051619), np.float32(16.629774), np.float32(17.938906), np.float32(16.252398), np.float32(14.995125), np.float32(17.1057), np.float32(15.4778385), np.float32(15.4778385), np.float32(17.181396), np.float32(17.181396)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(26.034779), np.float32(25.048851), np.float32(25.735783), np.float32(21.66681), np.float32(23.546274), np.float32(25.04048), np.float32(26.470205), np.float32(30.04898), np.float32(27.557346), np.float32(26.560892), np.float32(25.863869), np.float32(25.825413), np.float32(27.846834), np.float32(27.846834), np.float32(26.290869), np.float32(26.29087)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(14.577202), np.float32(14.556999), np.float32(15.222591), np.float32(12.69981), np.float32(13.649839), np.float32(14.705651), np.float32(17.037897), np.float32(19.14039), np.float32(16.29929), np.float32(14.850119), np.float32(13.77309), np.float32(14.201653), np.float32(16.094896), np.float32(16.094896), np.float32(15.65814), np.float32(15.65814)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(26.63208), np.float32(26.755053), np.float32(25.59254), np.float32(24.666752), np.float32(26.052282), np.float32(28.808393), np.float32(24.31048), np.float32(24.74065), np.float32(25.676508), np.float32(24.804358), np.float32(25.722242), np.float32(26.047926), np.float32(23.920021), np.float32(23.920021), np.float32(28.10155), np.float32(28.10155)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(23.004322), np.float32(23.854055), np.float32(23.42961), np.float32(22.7623), np.float32(24.881298), np.float32(23.059229), np.float32(24.059414), np.float32(25.576115), np.float32(23.841301), np.float32(22.545507), np.float32(21.442694), np.float32(24.263456), np.float32(24.631542), np.float32(24.631542), np.float32(22.771143), np.float32(22.771143)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(18.461039), np.float32(18.944653), np.float32(17.562363), np.float32(17.597395), np.float32(18.459356), np.float32(14.698571), np.float32(16.166975), np.float32(17.862381), np.float32(19.112827), np.float32(18.189579), np.float32(18.457266), np.float32(19.014946), np.float32(17.581642), np.float32(17.581642), np.float32(16.685072), np.float32(16.685072)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(15.864979), np.float32(16.247368), np.float32(15.27927), np.float32(15.569197), np.float32(16.052448), np.float32(13.493906), np.float32(14.968598), np.float32(18.4595), np.float32(17.11208), np.float32(16.611782), np.float32(17.59186), np.float32(16.675604), np.float32(17.408642), np.float32(17.408642), np.float32(14.634581), np.float32(14.634581)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(18.528072), np.float32(18.732409), np.float32(17.563028), np.float32(18.611706), np.float32(19.959349), np.float32(21.074192), np.float32(18.525326), np.float32(22.685303), np.float32(17.117664), np.float32(17.131231), np.float32(19.257687), np.float32(17.84628), np.float32(17.490353), np.float32(17.490353), np.float32(17.07697), np.float32(17.07697)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(17.707409), np.float32(19.143871), np.float32(18.072224), np.float32(19.341995), np.float32(19.717241), np.float32(17.39394), np.float32(16.993223), np.float32(16.657057), np.float32(19.740574), np.float32(18.241886), np.float32(17.793749), np.float32(19.853498), np.float32(19.359682), np.float32(19.359682), np.float32(19.423029), np.float32(19.423029)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(14.308706), np.float32(15.00272), np.float32(13.593876), np.float32(16.874998), np.float32(16.825888), np.float32(16.866617), np.float32(15.270977), np.float32(16.987528), np.float32(15.395596), np.float32(15.026457), np.float32(14.759768), np.float32(13.327519), np.float32(12.953728), np.float32(12.953728), np.float32(15.162352), np.float32(15.162352)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(22.776266), np.float32(24.206022), np.float32(23.122734), np.float32(26.059374), np.float32(26.78797), np.float32(26.622503), np.float32(22.229534), np.float32(22.282839), np.float32(24.424686), np.float32(23.46559), np.float32(23.939762), np.float32(25.801018), np.float32(25.52417), np.float32(25.52417), np.float32(25.69394), np.float32(25.69394)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(12.666143), np.float32(13.256111), np.float32(12.953985), np.float32(14.646573), np.float32(14.434925), np.float32(11.987613), np.float32(14.389303), np.float32(15.984154), np.float32(16.486765), np.float32(15.4145355), np.float32(14.696407), np.float32(14.537863), np.float32(16.367102), np.float32(16.367102), np.float32(13.631124), np.float32(13.631124)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(25.572906), np.float32(25.416698), np.float32(25.488054), np.float32(22.279505), np.float32(24.258419), np.float32(23.05636), np.float32(24.682148), np.float32(24.31982), np.float32(27.0124), np.float32(25.21373), np.float32(24.038326), np.float32(27.07985), np.float32(26.15623), np.float32(26.15623), np.float32(25.756153), np.float32(25.756153)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(26.667679), np.float32(26.221748), np.float32(25.257511), np.float32(27.182287), np.float32(27.762737), np.float32(32.857708), np.float32(27.68269), np.float32(33.94053), np.float32(26.730362), np.float32(27.52429), np.float32(27.527786), np.float32(23.859337), np.float32(25.65787), np.float32(25.65787), np.float32(29.33413), np.float32(29.33413)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(17.121952), np.float32(17.918633), np.float32(18.306576), np.float32(14.866869), np.float32(16.647007), np.float32(16.644608), np.float32(19.436289), np.float32(20.070343), np.float32(17.71784), np.float32(15.697952), np.float32(14.550163), np.float32(17.495037), np.float32(18.379017), np.float32(18.379017), np.float32(17.687174), np.float32(17.687174)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(19.924566), np.float32(20.620066), np.float32(19.960287), np.float32(18.546183), np.float32(20.276001), np.float32(18.331392), np.float32(20.330801), np.float32(23.158655), np.float32(20.980946), np.float32(19.852613), np.float32(19.931728), np.float32(21.48484), np.float32(22.160143), np.float32(22.160143), np.float32(19.405203), np.float32(19.405203)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(27.600998), np.float32(27.09217), np.float32(28.014223), np.float32(25.85646), np.float32(27.657053), np.float32(30.098415), np.float32(28.027172), np.float32(30.857262), np.float32(28.271795), np.float32(27.477657), np.float32(25.766981), np.float32(26.812244), np.float32(28.227991), np.float32(28.227991), np.float32(29.155935), np.float32(29.155935)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(28.214218), np.float32(28.235312), np.float32(27.736753), np.float32(27.312637), np.float32(28.80136), np.float32(30.945387), np.float32(26.418146), np.float32(28.506891), np.float32(28.703604), np.float32(28.27038), np.float32(29.374), np.float32(29.260736), np.float32(29.398195), np.float32(29.398195), np.float32(29.826239), np.float32(29.826239)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(16.197176), np.float32(16.572195), np.float32(16.247883), np.float32(14.235463), np.float32(14.510316), np.float32(17.342487), np.float32(15.842962), np.float32(17.254913), np.float32(16.776436), np.float32(15.4986), np.float32(16.224768), np.float32(15.52536), np.float32(16.190807), np.float32(16.190807), np.float32(18.715866), np.float32(18.715866)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(27.726303), np.float32(27.84529), np.float32(26.852314), np.float32(26.722013), np.float32(29.175083), np.float32(28.927523), np.float32(26.547222), np.float32(26.73876), np.float32(25.77813), np.float32(25.004051), np.float32(24.15947), np.float32(26.447952), np.float32(23.786726), np.float32(23.786726), np.float32(26.64747), np.float32(26.64747)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(20.66652), np.float32(23.18313), np.float32(22.131262), np.float32(22.170252), np.float32(24.415585), np.float32(21.09006), np.float32(22.95515), np.float32(22.20114), np.float32(22.180725), np.float32(19.964964), np.float32(18.698141), np.float32(23.403378), np.float32(23.843857), np.float32(23.843857), np.float32(21.2227), np.float32(21.2227)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(28.883322), np.float32(27.407612), np.float32(28.55356), np.float32(24.518732), np.float32(27.102697), np.float32(27.475405), np.float32(28.874405), np.float32(31.433647), np.float32(29.156445), np.float32(28.212221), np.float32(25.774132), np.float32(27.143023), np.float32(27.516472), np.float32(27.516472), np.float32(27.282978), np.float32(27.28298)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(15.159828), np.float32(15.663702), np.float32(14.719777), np.float32(15.796568), np.float32(15.637335), np.float32(13.020041), np.float32(14.65126), np.float32(12.620781), np.float32(17.98444), np.float32(16.338455), np.float32(15.91416), np.float32(17.23969), np.float32(15.502703), np.float32(15.502703), np.float32(15.981735), np.float32(15.981735)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(14.131122), np.float32(14.735075), np.float32(13.199782), np.float32(16.62522), np.float32(16.017544), np.float32(13.95228), np.float32(14.362529), np.float32(13.300239), np.float32(17.51969), np.float32(16.484444), np.float32(16.995588), np.float32(16.4904), np.float32(15.3524685), np.float32(15.3524685), np.float32(15.309698), np.float32(15.309698)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(16.677505), np.float32(17.673357), np.float32(16.659445), np.float32(16.694683), np.float32(17.119825), np.float32(14.114855), np.float32(15.567423), np.float32(16.556902), np.float32(18.467682), np.float32(17.143457), np.float32(17.096647), np.float32(18.17104), np.float32(18.041813), np.float32(18.041813), np.float32(16.874214), np.float32(16.874214)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(24.329418), np.float32(24.893663), np.float32(23.812899), np.float32(25.649513), np.float32(26.482218), np.float32(24.775785), np.float32(22.19456), np.float32(23.092108), np.float32(25.804855), np.float32(25.167355), np.float32(25.957937), np.float32(26.82126), np.float32(26.004944), np.float32(26.004944), np.float32(24.942436), np.float32(24.942436)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(16.138607), np.float32(18.21537), np.float32(17.540466), np.float32(15.981974), np.float32(17.03353), np.float32(11.778292), np.float32(18.225756), np.float32(15.598154), np.float32(19.389502), np.float32(16.214363), np.float32(12.638882), np.float32(17.546167), np.float32(17.127882), np.float32(17.127882), np.float32(16.35357), np.float32(16.35357)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(14.985515), np.float32(15.69116), np.float32(14.570637), np.float32(15.636765), np.float32(15.416801), np.float32(12.504429), np.float32(13.862034), np.float32(15.013878), np.float32(17.158747), np.float32(16.172018), np.float32(16.484787), np.float32(16.297846), np.float32(16.11563), np.float32(16.11563), np.float32(14.918301), np.float32(14.918301)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(25.569191), np.float32(26.226162), np.float32(25.980461), np.float32(26.852015), np.float32(28.576511), np.float32(28.619162), np.float32(25.847092), np.float32(26.972292), np.float32(26.634514), np.float32(25.680185), np.float32(25.081535), np.float32(27.259016), np.float32(27.55279), np.float32(27.55279), np.float32(26.960388), np.float32(26.960388)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(25.036324), np.float32(25.062893), np.float32(25.257435), np.float32(26.773115), np.float32(27.864592), np.float32(30.472904), np.float32(27.404152), np.float32(31.37461), np.float32(25.54876), np.float32(25.426283), np.float32(23.599413), np.float32(23.618721), np.float32(26.033783), np.float32(26.033783), np.float32(27.429628), np.float32(27.429628)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(13.733997), np.float32(14.521492), np.float32(13.970352), np.float32(17.234417), np.float32(16.914652), np.float32(16.89596), np.float32(15.612532), np.float32(15.843504), np.float32(15.8222885), np.float32(14.893281), np.float32(13.618295), np.float32(13.734845), np.float32(13.80595), np.float32(13.80595), np.float32(15.869993), np.float32(15.869993)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(16.85463), np.float32(17.868286), np.float32(17.498642), np.float32(17.672113), np.float32(17.918253), np.float32(19.61085), np.float32(17.051441), np.float32(15.676924), np.float32(17.706182), np.float32(15.990019), np.float32(15.18902), np.float32(16.931395), np.float32(16.099163), np.float32(16.099163), np.float32(20.150093), np.float32(20.150093)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(16.501883), np.float32(16.48821), np.float32(16.380238), np.float32(12.739973), np.float32(13.178974), np.float32(17.113745), np.float32(16.115437), np.float32(17.57717), np.float32(16.743288), np.float32(15.304106), np.float32(15.900715), np.float32(14.871568), np.float32(15.498419), np.float32(15.498419), np.float32(19.090586), np.float32(19.090586)]"
