,x_input,x_output
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(13.156366), np.float32(13.865498), np.float32(13.755058), np.float32(14.235493), np.float32(14.478537), np.float32(12.566756), np.float32(14.39912), np.float32(15.631771), np.float32(15.713085), np.float32(14.124491), np.float32(14.427113), np.float32(15.562645), np.float32(15.951078), np.float32(15.951078), np.float32(14.24129), np.float32(14.24129)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(27.006468), np.float32(27.264412), np.float32(28.638208), np.float32(25.387306), np.float32(27.32818), np.float32(29.162775), np.float32(28.49116), np.float32(26.15974), np.float32(27.58389), np.float32(25.906225), np.float32(24.174944), np.float32(27.423975), np.float32(28.016378), np.float32(28.016378), np.float32(29.014421), np.float32(29.014421)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(27.41194), np.float32(27.077147), np.float32(26.863422), np.float32(27.698404), np.float32(28.999763), np.float32(32.97116), np.float32(27.31529), np.float32(27.35392), np.float32(26.441383), np.float32(26.55674), np.float32(27.469242), np.float32(26.60085), np.float32(26.708757), np.float32(26.708757), np.float32(29.4076), np.float32(29.407602)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(17.142082), np.float32(18.011919), np.float32(17.26526), np.float32(21.391266), np.float32(21.867516), np.float32(19.946196), np.float32(18.15807), np.float32(20.545662), np.float32(18.561024), np.float32(18.97414), np.float32(19.886522), np.float32(20.304474), np.float32(20.601862), np.float32(20.601864), np.float32(17.52596), np.float32(17.52596)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(17.960482), np.float32(18.302664), np.float32(18.509697), np.float32(15.408037), np.float32(16.454695), np.float32(12.448233), np.float32(19.478195), np.float32(17.574118), np.float32(19.952843), np.float32(17.411062), np.float32(14.877071), np.float32(18.309553), np.float32(16.737663), np.float32(16.737663), np.float32(15.875355), np.float32(15.875355)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(11.619041), np.float32(12.80419), np.float32(12.855841), np.float32(15.422846), np.float32(15.075108), np.float32(13.220985), np.float32(14.391369), np.float32(16.564175), np.float32(14.376709), np.float32(13.233635), np.float32(13.226698), np.float32(14.387527), np.float32(15.725481), np.float32(15.725481), np.float32(12.960228), np.float32(12.960228)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(12.839831), np.float32(13.216475), np.float32(11.993309), np.float32(16.658548), np.float32(15.683342), np.float32(14.656821), np.float32(14.973539), np.float32(17.808777), np.float32(14.103241), np.float32(13.761567), np.float32(14.084122), np.float32(11.803477), np.float32(12.015571), np.float32(12.015571), np.float32(11.885269), np.float32(11.885269)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(26.0503), np.float32(25.100014), np.float32(24.701036), np.float32(25.82773), np.float32(26.868488), np.float32(27.89566), np.float32(26.848904), np.float32(28.143534), np.float32(25.376053), np.float32(26.38131), np.float32(26.327003), np.float32(25.051245), np.float32(24.709337), np.float32(24.709337), np.float32(24.489656), np.float32(24.489656)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(16.996452), np.float32(16.847803), np.float32(16.270311), np.float32(18.144508), np.float32(18.043467), np.float32(18.204552), np.float32(18.303732), np.float32(19.557476), np.float32(17.06753), np.float32(16.468853), np.float32(16.48489), np.float32(15.512346), np.float32(14.82966), np.float32(14.82966), np.float32(16.010956), np.float32(16.010956)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(13.421366), np.float32(14.009235), np.float32(14.50573), np.float32(15.342432), np.float32(14.699665), np.float32(16.526894), np.float32(16.50305), np.float32(17.825788), np.float32(14.743914), np.float32(12.964664), np.float32(12.807944), np.float32(13.014829), np.float32(14.348491), np.float32(14.348491), np.float32(15.569683), np.float32(15.569683)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(21.694538), np.float32(21.02316), np.float32(21.27869), np.float32(19.699883), np.float32(20.370535), np.float32(22.702908), np.float32(22.754332), np.float32(22.685307), np.float32(21.513983), np.float32(20.33118), np.float32(20.299015), np.float32(20.073618), np.float32(19.784756), np.float32(19.784756), np.float32(21.928665), np.float32(21.928665)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(18.50307), np.float32(18.829262), np.float32(18.690845), np.float32(19.659012), np.float32(20.135483), np.float32(19.117641), np.float32(20.106087), np.float32(20.525064), np.float32(19.277058), np.float32(18.438253), np.float32(17.825396), np.float32(18.887661), np.float32(18.46135), np.float32(18.46135), np.float32(17.955223), np.float32(17.955223)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(27.121275), np.float32(26.665503), np.float32(27.716774), np.float32(24.691511), np.float32(26.50692), np.float32(28.562075), np.float32(28.372845), np.float32(27.719767), np.float32(27.559015), np.float32(26.900944), np.float32(25.856459), np.float32(27.358706), np.float32(28.176134), np.float32(28.176134), np.float32(28.290249), np.float32(28.290249)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(17.64594), np.float32(17.90198), np.float32(17.825926), np.float32(16.825777), np.float32(17.576893), np.float32(15.88785), np.float32(18.51374), np.float32(17.861198), np.float32(18.936022), np.float32(17.095255), np.float32(16.243876), np.float32(17.956028), np.float32(16.920033), np.float32(16.920033), np.float32(17.157158), np.float32(17.157158)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(21.484184), np.float32(21.250841), np.float32(22.062742), np.float32(18.154085), np.float32(19.617416), np.float32(17.494743), np.float32(23.643707), np.float32(23.965538), np.float32(23.688732), np.float32(22.691755), np.float32(21.239), np.float32(23.686384), np.float32(24.200665), np.float32(24.200665), np.float32(20.372822), np.float32(20.372822)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(13.117828), np.float32(13.748463), np.float32(14.445984), np.float32(13.889878), np.float32(13.757363), np.float32(12.181969), np.float32(16.705658), np.float32(18.503271), np.float32(15.8276615), np.float32(14.41743), np.float32(13.54595), np.float32(15.295519), np.float32(16.73913), np.float32(16.73913), np.float32(13.523222), np.float32(13.523222)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(24.454235), np.float32(23.834145), np.float32(24.246468), np.float32(21.248968), np.float32(22.460098), np.float32(25.521818), np.float32(24.784485), np.float32(23.058754), np.float32(24.0743), np.float32(22.153427), np.float32(21.952837), np.float32(22.512108), np.float32(21.826973), np.float32(21.826973), np.float32(25.498108), np.float32(25.498108)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(21.885393), np.float32(22.402836), np.float32(22.5983), np.float32(22.411726), np.float32(23.626505), np.float32(21.926197), np.float32(23.468391), np.float32(22.994354), np.float32(23.088394), np.float32(22.212303), np.float32(21.006975), np.float32(23.480015), np.float32(23.263882), np.float32(23.263882), np.float32(21.550158), np.float32(21.550158)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(19.397629), np.float32(19.230286), np.float32(18.39898), np.float32(18.340149), np.float32(19.613697), np.float32(17.689653), np.float32(18.092342), np.float32(18.36661), np.float32(20.504456), np.float32(19.6773), np.float32(20.567335), np.float32(20.89862), np.float32(19.402359), np.float32(19.402359), np.float32(18.91296), np.float32(18.91296)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(16.172132), np.float32(16.288185), np.float32(15.711252), np.float32(16.479342), np.float32(17.264118), np.float32(15.504036), np.float32(15.981115), np.float32(18.079033), np.float32(18.054007), np.float32(17.677511), np.float32(19.151508), np.float32(19.199463), np.float32(19.148708), np.float32(19.148708), np.float32(16.615335), np.float32(16.615335)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(19.127907), np.float32(18.695456), np.float32(18.194204), np.float32(20.434029), np.float32(20.549318), np.float32(22.167656), np.float32(20.175964), np.float32(22.395807), np.float32(18.924217), np.float32(19.137499), np.float32(20.215588), np.float32(18.432184), np.float32(18.476976), np.float32(18.476976), np.float32(18.973652), np.float32(18.973652)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(18.787148), np.float32(19.601435), np.float32(19.621796), np.float32(18.888924), np.float32(20.022165), np.float32(19.50503), np.float32(19.017542), np.float32(18.250122), np.float32(20.398367), np.float32(18.472984), np.float32(18.766703), np.float32(21.014284), np.float32(20.791706), np.float32(20.791706), np.float32(20.863916), np.float32(20.863916)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(14.076445), np.float32(14.5026245), np.float32(13.897526), np.float32(16.380571), np.float32(16.139154), np.float32(16.333006), np.float32(15.11591), np.float32(16.936264), np.float32(15.183224), np.float32(14.247369), np.float32(15.15831), np.float32(14.359968), np.float32(14.47662), np.float32(14.47662), np.float32(15.136631), np.float32(15.136631)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(22.756483), np.float32(23.540695), np.float32(23.819023), np.float32(23.396708), np.float32(24.670376), np.float32(27.111948), np.float32(23.144238), np.float32(21.87289), np.float32(23.406092), np.float32(21.654768), np.float32(22.192858), np.float32(23.962578), np.float32(24.35724), np.float32(24.35724), np.float32(26.394936), np.float32(26.394936)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(12.307062), np.float32(13.39641), np.float32(13.169928), np.float32(14.746204), np.float32(15.017763), np.float32(12.472265), np.float32(13.542307), np.float32(15.602291), np.float32(15.30756), np.float32(14.207457), np.float32(15.067511), np.float32(16.399042), np.float32(17.294151), np.float32(17.294151), np.float32(13.927256), np.float32(13.927256)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(22.953606), np.float32(23.025768), np.float32(23.555565), np.float32(19.60953), np.float32(21.354485), np.float32(19.325735), np.float32(23.777401), np.float32(21.348513), np.float32(24.489132), np.float32(22.235504), np.float32(20.400414), np.float32(23.898321), np.float32(22.764168), np.float32(22.764168), np.float32(22.26167), np.float32(22.26167)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(26.609066), np.float32(25.543827), np.float32(25.972942), np.float32(25.89064), np.float32(26.435762), np.float32(31.833569), np.float32(28.390882), np.float32(30.181597), np.float32(25.569984), np.float32(26.320505), np.float32(26.522894), np.float32(24.378458), np.float32(25.935173), np.float32(25.935173), np.float32(28.21359), np.float32(28.21359)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(15.491903), np.float32(16.381289), np.float32(17.094637), np.float32(15.826454), np.float32(16.053598), np.float32(13.428767), np.float32(19.197077), np.float32(19.455439), np.float32(17.822117), np.float32(16.086533), np.float32(14.088829), np.float32(17.194263), np.float32(17.862804), np.float32(17.862804), np.float32(14.89783), np.float32(14.89783)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(19.193169), np.float32(19.47499), np.float32(19.46464), np.float32(19.00539), np.float32(20.048052), np.float32(17.71201), np.float32(20.46857), np.float32(21.15402), np.float32(20.975172), np.float32(20.266165), np.float32(19.766996), np.float32(21.551134), np.float32(21.416218), np.float32(21.416218), np.float32(18.638916), np.float32(18.638916)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(26.907454), np.float32(26.753235), np.float32(28.132143), np.float32(25.251268), np.float32(26.713053), np.float32(30.329866), np.float32(28.767933), np.float32(27.97884), np.float32(26.994267), np.float32(26.092203), np.float32(24.769566), np.float32(26.42004), np.float32(27.846935), np.float32(27.846935), np.float32(29.420923), np.float32(29.420923)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(26.73931), np.float32(26.445677), np.float32(27.018522), np.float32(24.610262), np.float32(26.244566), np.float32(30.451462), np.float32(26.880411), np.float32(25.980015), np.float32(26.75965), np.float32(25.610197), np.float32(26.1894), np.float32(26.661188), np.float32(27.356817), np.float32(27.356817), np.float32(29.904037), np.float32(29.904037)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(15.324997), np.float32(15.3263645), np.float32(16.10426), np.float32(13.781269), np.float32(13.966959), np.float32(15.286699), np.float32(17.544859), np.float32(18.706633), np.float32(17.124052), np.float32(15.270218), np.float32(15.456001), np.float32(16.208488), np.float32(17.394964), np.float32(17.394964), np.float32(17.12637), np.float32(17.12637)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(26.51703), np.float32(26.154814), np.float32(25.888422), np.float32(25.522905), np.float32(26.878527), np.float32(27.579807), np.float32(26.758575), np.float32(24.755798), np.float32(25.519796), np.float32(24.538084), np.float32(23.42381), np.float32(24.292133), np.float32(22.471357), np.float32(22.471357), np.float32(25.30186), np.float32(25.30186)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(20.25181), np.float32(21.771776), np.float32(22.026943), np.float32(22.418674), np.float32(23.560472), np.float32(19.818851), np.float32(22.715044), np.float32(21.305891), np.float32(22.107203), np.float32(20.62634), np.float32(18.382828), np.float32(22.783138), np.float32(22.486189), np.float32(22.486189), np.float32(19.703484), np.float32(19.703484)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(27.821629), np.float32(27.098392), np.float32(27.882448), np.float32(24.780777), np.float32(26.735153), np.float32(26.963728), np.float32(28.886583), np.float32(27.512579), np.float32(27.96429), np.float32(27.280857), np.float32(25.554396), np.float32(27.421919), np.float32(27.007587), np.float32(27.007587), np.float32(26.70263), np.float32(26.70263)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(15.553278), np.float32(16.170155), np.float32(15.940485), np.float32(14.857523), np.float32(15.659897), np.float32(13.781442), np.float32(15.383368), np.float32(14.090889), np.float32(17.490011), np.float32(14.748236), np.float32(14.530568), np.float32(16.487099), np.float32(15.340635), np.float32(15.340635), np.float32(16.448887), np.float32(16.448887)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(13.515081), np.float32(14.16335), np.float32(13.313791), np.float32(14.955915), np.float32(15.172722), np.float32(13.520121), np.float32(13.427772), np.float32(13.935113), np.float32(15.574823), np.float32(13.7122555), np.float32(14.536186), np.float32(14.574147), np.float32(13.998851), np.float32(13.998851), np.float32(14.559811), np.float32(14.559811)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(17.21826), np.float32(17.71556), np.float32(17.428904), np.float32(16.994482), np.float32(18.069017), np.float32(16.221333), np.float32(17.105455), np.float32(17.555687), np.float32(19.203354), np.float32(17.891575), np.float32(18.584911), np.float32(20.106342), np.float32(19.76583), np.float32(19.76583), np.float32(18.195534), np.float32(18.195534)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(23.903261), np.float32(24.131735), np.float32(23.895504), np.float32(23.272951), np.float32(24.976456), np.float32(26.35364), np.float32(22.795591), np.float32(21.736193), np.float32(24.478632), np.float32(23.205261), np.float32(24.386581), np.float32(25.430155), np.float32(24.930672), np.float32(24.930672), np.float32(26.390892), np.float32(26.390892)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(15.935722), np.float32(17.502386), np.float32(17.472742), np.float32(15.823788), np.float32(16.924706), np.float32(10.195049), np.float32(17.856466), np.float32(15.912304), np.float32(19.254503), np.float32(16.623085), np.float32(13.742718), np.float32(18.947199), np.float32(17.664457), np.float32(17.664457), np.float32(14.262905), np.float32(14.262905)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(15.413971), np.float32(15.754915), np.float32(15.245123), np.float32(15.355539), np.float32(16.16116), np.float32(14.609055), np.float32(14.860618), np.float32(15.997313), np.float32(17.420364), np.float32(16.208082), np.float32(17.592222), np.float32(18.14045), np.float32(17.84452), np.float32(17.84452), np.float32(16.588646), np.float32(16.588646)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(24.242453), np.float32(24.769924), np.float32(25.199945), np.float32(24.76811), np.float32(26.104303), np.float32(27.826025), np.float32(25.32862), np.float32(24.357964), np.float32(24.772863), np.float32(23.621778), np.float32(23.26753), np.float32(25.085178), np.float32(25.547075), np.float32(25.547075), np.float32(26.52061), np.float32(26.520613)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(23.931856), np.float32(24.165968), np.float32(24.938046), np.float32(25.44414), np.float32(26.12663), np.float32(28.504787), np.float32(26.672955), np.float32(27.49394), np.float32(24.126558), np.float32(24.114336), np.float32(23.063116), np.float32(23.896845), np.float32(25.595894), np.float32(25.595894), np.float32(25.6436), np.float32(25.6436)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(13.26991), np.float32(14.213857), np.float32(14.14938), np.float32(16.32796), np.float32(16.051647), np.float32(16.378088), np.float32(15.049929), np.float32(16.364147), np.float32(14.891087), np.float32(13.3845005), np.float32(13.891563), np.float32(14.383434), np.float32(15.141031), np.float32(15.141031), np.float32(15.507492), np.float32(15.507492)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(17.20256), np.float32(17.850893), np.float32(18.585804), np.float32(16.837454), np.float32(17.199587), np.float32(18.888355), np.float32(19.156698), np.float32(18.212587), np.float32(18.343632), np.float32(15.688719), np.float32(15.198496), np.float32(17.18181), np.float32(17.634384), np.float32(17.634384), np.float32(19.679039), np.float32(19.679039)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(15.099894), np.float32(14.615475), np.float32(15.739189), np.float32(11.921759), np.float32(11.890724), np.float32(13.62431), np.float32(18.072588), np.float32(19.136816), np.float32(16.830368), np.float32(14.672388), np.float32(14.172053), np.float32(14.662458), np.float32(15.905844), np.float32(15.905844), np.float32(16.11065), np.float32(16.11065)]"
