,x_input,x_output
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(20.117517), np.float32(20.020231), np.float32(19.999239), np.float32(19.24375), np.float32(19.807405), np.float32(19.993723), np.float32(20.233675), np.float32(20.82867), np.float32(20.212242), np.float32(19.418787), np.float32(19.518831), np.float32(20.1277), np.float32(19.805996), np.float32(19.805996), np.float32(20.15833), np.float32(20.15833)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(18.682968), np.float32(18.966885), np.float32(19.354277), np.float32(19.587639), np.float32(20.140984), np.float32(20.478054), np.float32(20.481684), np.float32(21.7616), np.float32(19.419619), np.float32(18.60769), np.float32(18.564167), np.float32(19.413889), np.float32(20.697168), np.float32(20.697168), np.float32(19.423834), np.float32(19.423834)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(22.935915), np.float32(23.044914), np.float32(23.319578), np.float32(23.099054), np.float32(23.772585), np.float32(24.886927), np.float32(23.524622), np.float32(24.135433), np.float32(23.226446), np.float32(22.471762), np.float32(22.03849), np.float32(22.79333), np.float32(23.643206), np.float32(23.643206), np.float32(24.264105), np.float32(24.264105)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(17.52903), np.float32(17.779953), np.float32(18.168728), np.float32(18.740917), np.float32(18.810392), np.float32(18.89188), np.float32(19.026182), np.float32(19.00182), np.float32(19.02739), np.float32(17.800888), np.float32(16.556337), np.float32(17.499403), np.float32(17.873255), np.float32(17.873255), np.float32(18.82408), np.float32(18.82408)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(16.519625), np.float32(16.586805), np.float32(16.827679), np.float32(17.851896), np.float32(17.624544), np.float32(17.199106), np.float32(17.943804), np.float32(19.052542), np.float32(18.846094), np.float32(17.948393), np.float32(17.239609), np.float32(17.428183), np.float32(18.290592), np.float32(18.290592), np.float32(17.899359), np.float32(17.899359)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(24.022356), np.float32(24.14386), np.float32(24.591816), np.float32(23.392687), np.float32(24.388348), np.float32(25.151129), np.float32(24.178896), np.float32(23.805443), np.float32(23.8226), np.float32(22.815588), np.float32(22.087358), np.float32(23.598352), np.float32(23.89806), np.float32(23.89806), np.float32(24.718302), np.float32(24.718302)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(23.551617), np.float32(23.571035), np.float32(23.102757), np.float32(24.376635), np.float32(24.904177), np.float32(26.049791), np.float32(23.167294), np.float32(24.35834), np.float32(22.89907), np.float32(22.780134), np.float32(23.305992), np.float32(22.855444), np.float32(22.826374), np.float32(22.826374), np.float32(24.061996), np.float32(24.061996)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(18.0811), np.float32(18.312136), np.float32(18.239225), np.float32(20.073902), np.float32(20.422499), np.float32(19.175613), np.float32(19.184256), np.float32(21.260946), np.float32(19.205976), np.float32(18.83182), np.float32(19.164873), np.float32(19.498674), np.float32(20.304188), np.float32(20.304188), np.float32(17.896723), np.float32(17.896723)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(19.0766), np.float32(19.462286), np.float32(19.542215), np.float32(18.093744), np.float32(18.683493), np.float32(17.259417), np.float32(19.797539), np.float32(19.524052), np.float32(20.091366), np.float32(18.708347), np.float32(17.77159), np.float32(19.738491), np.float32(19.4334), np.float32(19.4334), np.float32(18.986528), np.float32(18.986528)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(16.12568), np.float32(16.163578), np.float32(16.639397), np.float32(18.294235), np.float32(18.164045), np.float32(17.803131), np.float32(18.409035), np.float32(19.96361), np.float32(18.534533), np.float32(17.749222), np.float32(16.802315), np.float32(16.980124), np.float32(18.336456), np.float32(18.336456), np.float32(17.320015), np.float32(17.320015)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(16.642647), np.float32(16.447876), np.float32(16.22605), np.float32(18.453472), np.float32(18.21628), np.float32(18.133442), np.float32(18.670069), np.float32(20.510656), np.float32(18.563725), np.float32(18.126915), np.float32(17.240227), np.float32(16.027826), np.float32(16.736319), np.float32(16.736319), np.float32(17.086765), np.float32(17.086765)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(22.901358), np.float32(22.335972), np.float32(22.189423), np.float32(22.321257), np.float32(23.009153), np.float32(23.339302), np.float32(23.057655), np.float32(24.985401), np.float32(22.537897), np.float32(22.502474), np.float32(22.520493), np.float32(21.928976), np.float32(22.132635), np.float32(22.132635), np.float32(22.127926), np.float32(22.127926)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(18.248013), np.float32(17.974455), np.float32(17.921846), np.float32(18.236568), np.float32(18.63827), np.float32(18.292294), np.float32(18.98528), np.float32(20.227749), np.float32(18.445862), np.float32(17.938456), np.float32(17.730078), np.float32(17.618885), np.float32(17.373354), np.float32(17.373354), np.float32(17.34116), np.float32(17.34116)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(17.1357), np.float32(17.136793), np.float32(17.471022), np.float32(18.37497), np.float32(18.321201), np.float32(19.358995), np.float32(18.890028), np.float32(19.815823), np.float32(18.36504), np.float32(17.501638), np.float32(16.600443), np.float32(16.537909), np.float32(17.265287), np.float32(17.265287), np.float32(18.60008), np.float32(18.60008)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(20.653437), np.float32(20.409557), np.float32(20.35658), np.float32(19.590034), np.float32(20.160927), np.float32(21.133713), np.float32(20.627756), np.float32(21.348606), np.float32(20.365618), np.float32(19.698685), np.float32(20.10899), np.float32(20.257801), np.float32(19.911797), np.float32(19.911797), np.float32(20.816433), np.float32(20.816433)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(19.060415), np.float32(19.081789), np.float32(19.177185), np.float32(19.207682), np.float32(19.819391), np.float32(19.135536), np.float32(19.899176), np.float32(20.837137), np.float32(19.460241), np.float32(18.768826), np.float32(18.61029), np.float32(19.471708), np.float32(19.53742), np.float32(19.53742), np.float32(18.600136), np.float32(18.600136)]"
26,"[np.float32(-8.390215), np.float32(-82.24361), np.float32(-84.90553), np.float32(56.98487), np.float32(166.08737), np.float32(-41.136967)]","[np.float32(23.717318), np.float32(23.44685), np.float32(23.779682), np.float32(22.643978), np.float32(23.476059), np.float32(24.547352), np.float32(23.696135), np.float32(24.485172), np.float32(23.627783), np.float32(23.010069), np.float32(22.704788), np.float32(23.215378), np.float32(23.717817), np.float32(23.717817), np.float32(24.36853), np.float32(24.36853)]"
27,"[np.float32(23.360899), np.float32(29.09735), np.float32(118.11246), np.float32(-70.761055), np.float32(18.778378), np.float32(36.75297)]","[np.float32(18.62105), np.float32(18.73323), np.float32(18.805605), np.float32(18.369184), np.float32(18.79489), np.float32(17.876675), np.float32(19.214235), np.float32(19.492659), np.float32(19.52036), np.float32(18.495346), np.float32(17.836218), np.float32(18.98165), np.float32(18.719501), np.float32(18.719501), np.float32(18.612028), np.float32(18.612028)]"
28,"[np.float32(130.6486), np.float32(-272.45206), np.float32(127.178955), np.float32(65.8605), np.float32(113.20667), np.float32(-201.42273)]","[np.float32(21.962078), np.float32(21.754503), np.float32(22.135933), np.float32(20.534906), np.float32(21.230124), np.float32(21.829021), np.float32(22.315441), np.float32(23.368683), np.float32(22.665762), np.float32(21.823187), np.float32(21.73458), np.float32(22.453575), np.float32(23.239521), np.float32(23.239521), np.float32(22.820496), np.float32(22.820496)]"
29,"[np.float32(148.17285), np.float32(-20.518633), np.float32(75.42159), np.float32(73.2029), np.float32(-42.550957), np.float32(-119.95218)]","[np.float32(17.026958), np.float32(16.89202), np.float32(17.52638), np.float32(17.089725), np.float32(17.301579), np.float32(17.509022), np.float32(18.88506), np.float32(20.290497), np.float32(18.70276), np.float32(17.731874), np.float32(17.239033), np.float32(17.793776), np.float32(18.942753), np.float32(18.942753), np.float32(17.930445), np.float32(17.930445)]"
30,"[np.float32(91.228935), np.float32(45.15465), np.float32(-5.302727), np.float32(-174.6299), np.float32(133.46175), np.float32(40.5067)]","[np.float32(22.380066), np.float32(22.353966), np.float32(22.136757), np.float32(21.274717), np.float32(21.895948), np.float32(23.133863), np.float32(21.890173), np.float32(21.752783), np.float32(21.923563), np.float32(21.071672), np.float32(21.369438), np.float32(21.843737), np.float32(21.166178), np.float32(21.166178), np.float32(23.022545), np.float32(23.022545)]"
31,"[np.float32(-68.02492), np.float32(10.308092), np.float32(83.57243), np.float32(40.967323), np.float32(20.380503), np.float32(-28.982641)]","[np.float32(21.446407), np.float32(21.733278), np.float32(21.750896), np.float32(21.658127), np.float32(22.457394), np.float32(21.81855), np.float32(22.168976), np.float32(22.772348), np.float32(21.907478), np.float32(21.115368), np.float32(20.709602), np.float32(21.950443), np.float32(22.328716), np.float32(22.328716), np.float32(21.505674), np.float32(21.505674)]"
32,"[np.float32(-47.553513), np.float32(-103.70086), np.float32(59.104225), np.float32(-6.934283), np.float32(-20.000921), np.float32(147.38469)]","[np.float32(18.810278), np.float32(18.837255), np.float32(18.588501), np.float32(19.082415), np.float32(19.223091), np.float32(17.77923), np.float32(18.527529), np.float32(19.64246), np.float32(19.851954), np.float32(19.252895), np.float32(19.369099), np.float32(19.750235), np.float32(19.488428), np.float32(19.488428), np.float32(18.69298), np.float32(18.69298)]"
33,"[np.float32(9.847695), np.float32(-136.27087), np.float32(1.7234778), np.float32(96.542206), np.float32(-66.35403), np.float32(95.9075)]","[np.float32(17.486185), np.float32(17.438053), np.float32(17.428656), np.float32(18.288366), np.float32(18.190922), np.float32(17.396446), np.float32(17.88439), np.float32(19.806364), np.float32(18.965887), np.float32(18.501915), np.float32(18.920012), np.float32(18.754305), np.float32(19.413313), np.float32(19.413313), np.float32(17.983324), np.float32(17.983324)]"
34,"[np.float32(-36.796516), np.float32(14.860781), np.float32(-55.01114), np.float32(-101.24237), np.float32(-135.9228), np.float32(-13.675585)]","[np.float32(18.865255), np.float32(18.563515), np.float32(18.422874), np.float32(19.07135), np.float32(19.468908), np.float32(19.771513), np.float32(19.300354), np.float32(21.224306), np.float32(18.868864), np.float32(18.578436), np.float32(19.318855), np.float32(18.71455), np.float32(18.805683), np.float32(18.805683), np.float32(18.299833), np.float32(18.299833)]"
35,"[np.float32(29.13832), np.float32(37.621555), np.float32(35.37263), np.float32(56.081993), np.float32(83.29276), np.float32(127.29649)]","[np.float32(19.21287), np.float32(19.783367), np.float32(19.644396), np.float32(20.420994), np.float32(20.61588), np.float32(20.141378), np.float32(19.6078), np.float32(19.8581), np.float32(20.447866), np.float32(19.430475), np.float32(19.278833), np.float32(20.369352), np.float32(20.569105), np.float32(20.569105), np.float32(20.552404), np.float32(20.552404)]"
36,"[np.float32(46.156574), np.float32(60.14992), np.float32(10.541807), np.float32(-35.948235), np.float32(-120.163864), np.float32(69.38917)]","[np.float32(16.87725), np.float32(16.895699), np.float32(16.756435), np.float32(18.560053), np.float32(18.412155), np.float32(18.394062), np.float32(18.080332), np.float32(19.5384), np.float32(18.29871), np.float32(17.76127), np.float32(17.331333), np.float32(16.800304), np.float32(17.192993), np.float32(17.192993), np.float32(17.64208), np.float32(17.64208)]"
37,"[np.float32(17.038101), np.float32(115.34714), np.float32(-57.68446), np.float32(47.124107), np.float32(120.94829), np.float32(141.0859)]","[np.float32(21.696278), np.float32(22.326115), np.float32(22.04691), np.float32(23.157986), np.float32(23.596535), np.float32(24.372107), np.float32(21.863821), np.float32(21.844772), np.float32(22.151148), np.float32(21.297543), np.float32(21.523478), np.float32(22.371088), np.float32(22.544365), np.float32(22.544365), np.float32(23.489017), np.float32(23.489017)]"
38,"[np.float32(64.0481), np.float32(-45.497665), np.float32(46.016567), np.float32(186.76132), np.float32(-79.46374), np.float32(75.41896)]","[np.float32(16.062939), np.float32(16.258802), np.float32(16.507742), np.float32(18.161573), np.float32(17.846783), np.float32(17.146666), np.float32(17.619892), np.float32(19.21408), np.float32(18.593903), np.float32(17.82768), np.float32(17.409227), np.float32(17.567482), np.float32(18.854511), np.float32(18.854511), np.float32(17.567225), np.float32(17.567225)]"
39,"[np.float32(46.286507), np.float32(-52.785645), np.float32(181.16817), np.float32(-38.10583), np.float32(190.16148), np.float32(3.9618752)]","[np.float32(22.183691), np.float32(22.330313), np.float32(22.507904), np.float32(20.996742), np.float32(21.821314), np.float32(21.340658), np.float32(22.31214), np.float32(21.99209), np.float32(22.818237), np.float32(21.646383), np.float32(21.150682), np.float32(22.90802), np.float32(22.746609), np.float32(22.746609), np.float32(22.522995), np.float32(22.522995)]"
40,"[np.float32(-2.0655828), np.float32(-61.697384), np.float32(-214.99336), np.float32(-77.14655), np.float32(3.1848924), np.float32(-120.11988)]","[np.float32(23.141836), np.float32(22.6971), np.float32(22.489807), np.float32(22.8443), np.float32(23.219234), np.float32(25.766668), np.float32(23.281353), np.float32(25.31833), np.float32(22.487383), np.float32(22.470518), np.float32(23.005117), np.float32(21.680546), np.float32(22.263618), np.float32(22.263618), np.float32(24.165262), np.float32(24.165262)]"
41,"[np.float32(77.54053), np.float32(30.85115), np.float32(153.03342), np.float32(18.974207), np.float32(11.304649), np.float32(-163.82805)]","[np.float32(18.509632), np.float32(18.80732), np.float32(19.195307), np.float32(18.148666), np.float32(18.754972), np.float32(18.338562), np.float32(20.114187), np.float32(20.718325), np.float32(19.45757), np.float32(18.292614), np.float32(17.818296), np.float32(19.267195), np.float32(19.991346), np.float32(19.991346), np.float32(18.754408), np.float32(18.754408)]"
42,"[np.float32(-18.73479), np.float32(-82.55687), np.float32(76.92331), np.float32(60.64549), np.float32(-9.369007), np.float32(-23.26924)]","[np.float32(19.672434), np.float32(19.821165), np.float32(19.853619), np.float32(19.672825), np.float32(20.205894), np.float32(19.44623), np.float32(20.34594), np.float32(21.636997), np.float32(20.64011), np.float32(19.908617), np.float32(19.960293), np.float32(20.846416), np.float32(21.356438), np.float32(21.356438), np.float32(19.910275), np.float32(19.910275)]"
43,"[np.float32(11.708477), np.float32(4.147105), np.float32(-140.26663), np.float32(47.108253), np.float32(200.35603), np.float32(-54.250134)]","[np.float32(23.641117), np.float32(23.636408), np.float32(23.913536), np.float32(23.086498), np.float32(23.783295), np.float32(25.520222), np.float32(23.805908), np.float32(24.35109), np.float32(23.22437), np.float32(22.52073), np.float32(22.15286), np.float32(22.746426), np.float32(23.337116), np.float32(23.337116), np.float32(24.925932), np.float32(24.925932)]"
44,"[np.float32(53.55571), np.float32(-23.74364), np.float32(-138.47745), np.float32(18.99335), np.float32(174.67682), np.float32(85.455185)]","[np.float32(23.602903), np.float32(23.724306), np.float32(23.525034), np.float32(23.552305), np.float32(24.0653), np.float32(25.92435), np.float32(23.014475), np.float32(23.494156), np.float32(23.379707), np.float32(22.793156), np.float32(23.45896), np.float32(23.528708), np.float32(23.67351), np.float32(23.67351), np.float32(25.282965), np.float32(25.282965)]"
45,"[np.float32(211.86378), np.float32(-24.919317), np.float32(-9.422173), np.float32(-7.280601), np.float32(43.33591), np.float32(-39.194023)]","[np.float32(17.753496), np.float32(17.637943), np.float32(17.998554), np.float32(17.376833), np.float32(17.40771), np.float32(18.708485), np.float32(18.614626), np.float32(19.622042), np.float32(18.881268), np.float32(17.889786), np.float32(17.873966), np.float32(17.964378), np.float32(18.636648), np.float32(18.636648), np.float32(19.437231), np.float32(19.437231)]"
46,"[np.float32(-123.65039), np.float32(100.846375), np.float32(87.59924), np.float32(-202.39754), np.float32(33.265), np.float32(14.998507)]","[np.float32(23.376104), np.float32(23.321308), np.float32(23.043264), np.float32(22.554865), np.float32(23.610298), np.float32(23.222729), np.float32(23.058546), np.float32(22.89728), np.float32(22.470732), np.float32(21.844263), np.float32(21.565699), np.float32(22.568834), np.float32(21.605318), np.float32(21.605318), np.float32(22.329967), np.float32(22.329967)]"
47,"[np.float32(-134.13058), np.float32(116.92642), np.float32(195.33269), np.float32(103.815155), np.float32(27.06675), np.float32(-69.52447)]","[np.float32(21.10572), np.float32(21.963068), np.float32(21.868671), np.float32(21.905596), np.float32(22.829021), np.float32(21.599417), np.float32(22.290327), np.float32(22.20237), np.float32(21.782743), np.float32(20.657711), np.float32(20.007896), np.float32(21.938961), np.float32(22.46358), np.float32(22.46358), np.float32(21.223116), np.float32(21.223116)]"
48,"[np.float32(-52.847828), np.float32(-80.894455), np.float32(42.076683), np.float32(-39.399075), np.float32(123.508705), np.float32(-79.71415)]","[np.float32(24.192911), np.float32(23.734228), np.float32(24.151913), np.float32(22.379608), np.float32(23.471088), np.float32(23.75084), np.float32(24.147049), np.float32(24.56402), np.float32(23.868153), np.float32(23.188229), np.float32(22.464844), np.float32(23.35654), np.float32(23.433525), np.float32(23.433525), np.float32(23.710869), np.float32(23.710869)]"
49,"[np.float32(84.69257), np.float32(51.65966), np.float32(142.03694), np.float32(-25.887094), np.float32(70.58855), np.float32(170.88124)]","[np.float32(17.512634), np.float32(17.7363), np.float32(17.758736), np.float32(18.48386), np.float32(18.38525), np.float32(17.363056), np.float32(18.255976), np.float32(18.136467), np.float32(19.568624), np.float32(18.40635), np.float32(17.330181), np.float32(18.183062), np.float32(18.051819), np.float32(18.051819), np.float32(18.535515), np.float32(18.535515)]"
50,"[np.float32(100.931915), np.float32(5.1917815), np.float32(103.14368), np.float32(25.922056), np.float32(-88.262115), np.float32(163.94763)]","[np.float32(16.545086), np.float32(16.682673), np.float32(16.509613), np.float32(18.699486), np.float32(18.272284), np.float32(17.58427), np.float32(17.758022), np.float32(18.435394), np.float32(19.215012), np.float32(18.41365), np.float32(17.687431), np.float32(17.45274), np.float32(17.77961), np.float32(17.77961), np.float32(18.018269), np.float32(18.018269)]"
51,"[np.float32(22.859661), np.float32(-68.613495), np.float32(42.18495), np.float32(85.35746), np.float32(17.73849), np.float32(111.96631)]","[np.float32(18.21259), np.float32(18.512571), np.float32(18.453178), np.float32(19.031511), np.float32(19.062195), np.float32(18.176294), np.float32(18.546988), np.float32(19.498484), np.float32(19.71487), np.float32(18.875769), np.float32(18.886396), np.float32(19.544044), np.float32(19.925074), np.float32(19.925074), np.float32(19.150505), np.float32(19.150505)]"
52,"[np.float32(-13.456022), np.float32(-6.574591), np.float32(-41.045124), np.float32(45.627827), np.float32(110.855545), np.float32(194.12825)]","[np.float32(21.885406), np.float32(22.231947), np.float32(21.870497), np.float32(22.979036), np.float32(23.30863), np.float32(23.415398), np.float32(21.38095), np.float32(21.781988), np.float32(22.506884), np.float32(21.88), np.float32(22.39315), np.float32(22.869024), np.float32(22.785906), np.float32(22.785906), np.float32(23.130169), np.float32(23.130169)]"
53,"[np.float32(-27.817442), np.float32(-7.668464), np.float32(339.78207), np.float32(106.59586), np.float32(90.09356), np.float32(-7.58921)]","[np.float32(18.410984), np.float32(19.516521), np.float32(19.346144), np.float32(19.008852), np.float32(19.421925), np.float32(17.0732), np.float32(19.909826), np.float32(19.52554), np.float32(20.377571), np.float32(18.759054), np.float32(17.639105), np.float32(19.990187), np.float32(20.28626), np.float32(20.28626), np.float32(18.732906), np.float32(18.732906)]"
54,"[np.float32(55.373745), np.float32(-94.07703), np.float32(15.020466), np.float32(84.091774), np.float32(-20.9014), np.float32(155.13966)]","[np.float32(17.185915), np.float32(17.33173), np.float32(17.272566), np.float32(18.355124), np.float32(18.058058), np.float32(17.27521), np.float32(17.564224), np.float32(18.758337), np.float32(18.982737), np.float32(18.276684), np.float32(18.22633), np.float32(18.245827), np.float32(18.706657), np.float32(18.706657), np.float32(18.204714), np.float32(18.204714)]"
55,"[np.float32(-28.120218), np.float32(74.45247), np.float32(-34.76337), np.float32(43.813683), np.float32(89.36234), np.float32(50.674305)]","[np.float32(22.631702), np.float32(22.999226), np.float32(22.921997), np.float32(23.408207), np.float32(24.092394), np.float32(24.738094), np.float32(22.96796), np.float32(23.234285), np.float32(22.760815), np.float32(22.0222), np.float32(21.91015), np.float32(22.78208), np.float32(23.122936), np.float32(23.122936), np.float32(23.7305), np.float32(23.7305)]"
56,"[np.float32(-32.66299), np.float32(46.795574), np.float32(-74.90132), np.float32(51.17659), np.float32(12.038193), np.float32(-116.36202)]","[np.float32(22.393524), np.float32(22.415419), np.float32(22.528105), np.float32(23.082275), np.float32(23.604538), np.float32(25.039192), np.float32(23.375048), np.float32(24.62483), np.float32(22.248854), np.float32(21.834116), np.float32(21.436968), np.float32(21.550333), np.float32(22.578175), np.float32(22.578175), np.float32(23.562704), np.float32(23.562704)]"
57,"[np.float32(73.232315), np.float32(127.571976), np.float32(4.919128), np.float32(27.637384), np.float32(-76.07401), np.float32(74.60774)]","[np.float32(16.770456), np.float32(16.908567), np.float32(17.08774), np.float32(18.860071), np.float32(18.714037), np.float32(18.838045), np.float32(18.404797), np.float32(19.429222), np.float32(18.471228), np.float32(17.69136), np.float32(16.841656), np.float32(16.859322), np.float32(17.54763), np.float32(17.54763), np.float32(18.056513), np.float32(18.056513)]"
58,"[np.float32(142.35823), np.float32(145.54182), np.float32(18.57634), np.float32(-58.31059), np.float32(100.88711), np.float32(33.23838)]","[np.float32(18.799583), np.float32(19.079079), np.float32(19.32922), np.float32(19.132727), np.float32(19.40773), np.float32(20.22408), np.float32(19.655184), np.float32(19.443644), np.float32(19.494703), np.float32(18.263184), np.float32(17.662825), np.float32(18.657198), np.float32(18.75294), np.float32(18.75294), np.float32(20.190622), np.float32(20.190624)]"
59,"[np.float32(310.46884), np.float32(-55.402428), np.float32(17.917755), np.float32(-100.04), np.float32(63.456795), np.float32(-128.1097)]","[np.float32(17.73085), np.float32(17.40915), np.float32(17.887932), np.float32(16.41964), np.float32(16.489836), np.float32(18.114079), np.float32(18.675262), np.float32(19.59402), np.float32(18.824081), np.float32(17.731796), np.float32(17.511967), np.float32(17.546991), np.float32(18.140789), np.float32(18.140789), np.float32(19.373003), np.float32(19.373003)]"
